"paper_id","word_cited_id"
"10.1007/s11277-022-10160-y","applications"
"10.1007/s11277-022-10160-y","computing"
"10.1007/s11277-022-10160-y","learning"
"10.1007/s11277-022-10160-y","recent"
"10.1007/s11277-022-10160-y","requirements"
"10.1007/s11277-022-10160-y","traditional"
"10.1007/s11277-022-10160-y","technologies"
"10.1007/s11277-022-10160-y","context"
"10.1007/s11277-022-10160-y","sensitive"
"10.1007/s11277-022-10160-y","increase"
"10.1145/3363347.3363364","application"
"10.1145/3363347.3363364","developers"
"10.1145/3363347.3363364","marketplaces"
"10.1145/3363347.3363364","computing"
"10.1145/3363347.3363364","applications"
"10.1145/3363347.3363364","technologies"
"10.1145/3363347.3363364","leverage"
"10.1145/3363347.3363364","combining"
"10.1145/3363347.3363364","operational"
"10.1145/3363347.3363364","environment"
"10.3390/pr9010092","manufacturing"
"10.3390/pr9010092","computing"
"10.3390/pr9010092","systems"
"10.3390/pr9010092","technology"
"10.3390/pr9010092","computational"
"10.3390/pr9010092","production"
"10.3390/pr9010092","digitalization"
"10.3390/pr9010092","developing"
"10.3390/pr9010092","practical"
"10.3390/pr9010092","operational"
"10.1109/BlackSeaCom52164.2021.9527885","primitive"
"10.1109/BlackSeaCom52164.2021.9527885","computing"
"10.1109/BlackSeaCom52164.2021.9527885","systems"
"10.1109/BlackSeaCom52164.2021.9527885","technology"
"10.1109/BlackSeaCom52164.2021.9527885","artificial"
"10.1109/BlackSeaCom52164.2021.9527885","wireless"
"10.1109/BlackSeaCom52164.2021.9527885","transactions"
"10.1109/BlackSeaCom52164.2021.9527885","outsourcing"
"10.1109/BlackSeaCom52164.2021.9527885","security"
"10.1109/BlackSeaCom52164.2021.9527885","need"
"10.1109/cac48633.2019.8996649","detection"
"10.1109/cac48633.2019.8996649","traditional"
"10.1109/cac48633.2019.8996649","extraction"
"10.1109/cac48633.2019.8996649","industrial"
"10.1109/cac48633.2019.8996649","automation"
"10.1109/cac48633.2019.8996649","production"
"10.1109/cac48633.2019.8996649","sensitivity"
"10.1109/cac48633.2019.8996649","extreme"
"10.1109/cac48633.2019.8996649","improved"
"10.1109/cac48633.2019.8996649","characteristics"
"10.3390/jmmp7030100","cutting"
"10.3390/jmmp7030100","edge"
"10.3390/jmmp7030100","residual"
"10.3390/jmmp7030100","component"
"10.3390/jmmp7030100","distortion"
"10.3390/jmmp7030100","tribological"
"10.3390/jmmp7030100","indicators"
"10.3390/jmmp7030100","influences"
"10.3390/jmmp7030100","changes"
"10.3390/jmmp7030100","machining"
"10.1016/j.jnca.2021.103005","content"
"10.1016/j.jnca.2021.103005","caching"
"10.1016/j.jnca.2021.103005","dynamic"
"10.1016/j.jnca.2021.103005","preferences"
"10.1016/j.jnca.2021.103005","networks"
"10.1016/j.jnca.2021.103005","social"
"10.1016/j.jnca.2021.103005","network"
"10.1016/j.jnca.2021.103005","learning"
"10.1016/j.jnca.2021.103005","application"
"10.1016/j.jnca.2021.103005","computing"
"10.1109/SEC.2018.00047","learning"
"10.1109/SEC.2018.00047","capability"
"10.1109/SEC.2018.00047","computing"
"10.1109/SEC.2018.00047","performance"
"10.1109/SEC.2018.00047","devices"
"10.1109/SEC.2018.00047","platform"
"10.1109/SEC.2018.00047","approaches"
"10.1109/SEC.2018.00047","dramatically"
"10.1109/SEC.2018.00047","largely"
"10.1109/SEC.2018.00047","improved"
"10.1145/3503823.3503843","compute"
"10.1145/3503823.3503843","frameworks"
"10.1145/3503823.3503843","configuration"
"10.1145/3503823.3503843","execution"
"10.1145/3503823.3503843","inference"
"10.1145/3503823.3503843","innovative"
"10.1145/3503823.3503843","engineering"
"10.1145/3503823.3503843","performance"
"10.1145/3503823.3503843","offering"
"10.1145/3503823.3503843","computing"
"10.1007/s42452-023-05498-2","training"
"10.1007/s42452-023-05498-2","learning"
"10.1007/s42452-023-05498-2","performance"
"10.1007/s42452-023-05498-2","servers"
"10.1007/s42452-023-05498-2","assignment"
"10.1007/s42452-023-05498-2","solution"
"10.1007/s42452-023-05498-2","locally"
"10.1007/s42452-023-05498-2","distributed"
"10.1007/s42452-023-05498-2","gathering"
"10.1007/s42452-023-05498-2","aggregation"
"10.1145/3469029","systems"
"10.1145/3469029","devices"
"10.1145/3469029","computing"
"10.1145/3469029","constrained"
"10.1145/3469029","actuators"
"10.1145/3469029","ubiquitous"
"10.1145/3469029","sensors"
"10.1145/3469029","generation"
"10.1145/3469029","appealing"
"10.1145/3469029","quantities"
"10.1109/ACCESS.2022.3212077","learning"
"10.1109/ACCESS.2022.3212077","interactive"
"10.1109/ACCESS.2022.3212077","recognition"
"10.1109/ACCESS.2022.3212077","personalized"
"10.1109/ACCESS.2022.3212077","tool"
"10.1109/ACCESS.2022.3212077","users"
"10.1109/ACCESS.2022.3212077","actively"
"10.1109/ACCESS.2022.3212077","research"
"10.1109/ACCESS.2022.3212077","devices"
"10.1109/MIC.2022.3152478","processing"
"10.1109/MIC.2022.3152478","resources"
"10.1109/MIC.2022.3152478","algorithms"
"10.1109/MIC.2022.3152478","learning"
"10.1109/MIC.2022.3152478","systems"
"10.1109/MIC.2022.3152478","devices"
"10.1109/MIC.2022.3152478","understanding"
"10.1109/MIC.2022.3152478","dynamically"
"10.1109/MIC.2022.3152478","operators"
"10.1109/MIC.2022.3152478","represented"
"10.1109/ACCESS.2019.2954897","computing"
"10.1109/ACCESS.2019.2954897","environments"
"10.1109/ACCESS.2019.2954897","convergence"
"10.1109/ACCESS.2019.2954897","heterogeneous"
"10.1109/ACCESS.2019.2954897","parameters"
"10.1109/ACCESS.2019.2954897","learning"
"10.1109/ACCESS.2019.2954897","training"
"10.1109/ACCESS.2019.2954897","continue"
"10.1109/ACCESS.2019.2954897","resulting"
"10.1109/ACCESS.2019.2954897","systems"
"10.1007/s11432-020-3251-9","communication"
"10.1007/s11432-020-3251-9","networks"
"10.1007/s11432-020-3251-9","intelligent"
"10.1007/s11432-020-3251-9","federated"
"10.1007/s11432-020-3251-9","learning"
"10.1007/s11432-020-3251-9","creating"
"10.1007/s11432-020-3251-9","development"
"10.1007/s11432-020-3251-9","generated"
"10.1007/s11432-020-3251-9","processed"
"10.1007/s11432-020-3251-9","specifically"
"10.1117/12.2587107","learning"
"10.1117/12.2587107","solution"
"10.1117/12.2587107","paper"
"10.1117/12.2587107","present"
"10.1117/12.2587107","feature"
"10.1117/12.2587107","customers"
"10.1117/12.2587107","creation"
"10.1117/12.2587107","demonstrated"
"10.1117/12.2587107","solutions"
"10.1117/12.2587107","network"
"10.1007/978-3-031-23618-1_38","learning"
"10.1007/978-3-031-23618-1_38","framework"
"10.1007/978-3-031-23618-1_38","efficient"
"10.1007/978-3-031-23618-1_38","rotating"
"10.1007/978-3-031-23618-1_38","computing"
"10.1007/978-3-031-23618-1_38","intelligently"
"10.1007/978-3-031-23618-1_38","processed"
"10.1007/978-3-031-23618-1_38","paradigm"
"10.1007/978-3-031-23618-1_38","source"
"10.1007/978-3-031-23618-1_38","advancements"
"10.1109/ccece47787.2020.9255800","sensitive"
"10.1109/ccece47787.2020.9255800","applications"
"10.1109/ccece47787.2020.9255800","scheduling"
"10.1109/ccece47787.2020.9255800","mechanism"
"10.1109/ccece47787.2020.9255800","requirements"
"10.1109/ccece47787.2020.9255800","approach"
"10.1109/ccece47787.2020.9255800","learning"
"10.1109/ccece47787.2020.9255800","classify"
"10.1109/ccece47787.2020.9255800","simulated"
"10.1109/ccece47787.2020.9255800","application"
"10.1109/WHISPERS52202.2021.9484007","hyperspectral"
"10.1109/WHISPERS52202.2021.9484007","detection"
"10.1109/WHISPERS52202.2021.9484007","fusion"
"10.1109/WHISPERS52202.2021.9484007","sensing"
"10.1109/WHISPERS52202.2021.9484007","mapping"
"10.1109/WHISPERS52202.2021.9484007","systems"
"10.1109/WHISPERS52202.2021.9484007","sensors"
"10.1109/WHISPERS52202.2021.9484007","complex"
"10.1109/WHISPERS52202.2021.9484007","environment"
"10.1109/WHISPERS52202.2021.9484007","management"
"10.1002/cpe.6764","learning"
"10.1002/cpe.6764","enhanced"
"10.1002/cpe.6764","implementation"
"10.1002/cpe.6764","system"
"10.1002/cpe.6764","standard"
"10.1002/cpe.6764","analysis"
"10.1002/cpe.6764","processing"
"10.1002/cpe.6764","accessible"
"10.1002/cpe.6764","locally"
"10.1002/cpe.6764","security"
"10.4018/IJMCMC.293749","prediction"
"10.4018/IJMCMC.293749","computing"
"10.4018/IJMCMC.293749","nodes"
"10.4018/IJMCMC.293749","results"
"10.4018/IJMCMC.293749","development"
"10.4018/IJMCMC.293749","certain"
"10.4018/IJMCMC.293749","intelligence"
"10.4018/IJMCMC.293749","artificial"
"10.4018/IJMCMC.293749","centralized"
"10.4018/IJMCMC.293749","traditional"
"10.3390/s21196594","inference"
"10.3390/s21196594","learning"
"10.3390/s21196594","network"
"10.3390/s21196594","solution"
"10.3390/s21196594","provisions"
"10.3390/s21196594","computing"
"10.3390/s21196594","advancement"
"10.3390/s21196594","critical"
"10.3390/s21196594","making"
"10.3390/s21196594","quality"
"10.1109/icassp40776.2020.9052927","computation"
"10.1109/icassp40776.2020.9052927","learning"
"10.1109/icassp40776.2020.9052927","devices"
"10.1109/icassp40776.2020.9052927","allocation"
"10.1109/icassp40776.2020.9052927","computing"
"10.1109/icassp40776.2020.9052927","communication"
"10.1109/icassp40776.2020.9052927","particular"
"10.1109/icassp40776.2020.9052927","stochastic"
"10.1109/icassp40776.2020.9052927","environment"
"10.3390/app12105178","computing"
"10.3390/app12105178","detection"
"10.3390/app12105178","network"
"10.3390/app12105178","machines"
"10.3390/app12105178","data"
"10.3390/app12105178","manufacturing"
"10.3390/app12105178","providing"
"10.3390/app12105178","monitoring"
"10.3390/app12105178","solution"
"10.3390/app12105178","adaptive"
"10.1109/sustech47890.2020.9150502","community"
"10.1109/sustech47890.2020.9150502","specific"
"10.1109/sustech47890.2020.9150502","communities"
"10.1109/sustech47890.2020.9150502","learning"
"10.1109/sustech47890.2020.9150502","propose"
"10.1109/sustech47890.2020.9150502","enable"
"10.1109/sustech47890.2020.9150502","combination"
"10.1109/sustech47890.2020.9150502","technologies"
"10.1109/sustech47890.2020.9150502","technology"
"10.1109/sustech47890.2020.9150502","transaction"
"10.1109/ACCESS.2020.2978082","network"
"10.1109/ACCESS.2020.2978082","learning"
"10.1109/ACCESS.2020.2978082","processing"
"10.1109/ACCESS.2020.2978082","transmission"
"10.1109/ACCESS.2020.2978082","traditional"
"10.1109/ACCESS.2020.2978082","response"
"10.1109/ACCESS.2020.2978082","data"
"10.1109/ACCESS.2020.2978082","architecture"
"10.1109/ACCESS.2020.2978082","require"
"10.1109/ACCESS.2020.2978082","emerges"
"10.1109/MSPEC.2020.8946299","specifically"
"10.1109/MSPEC.2020.8946299","universities"
"10.1109/MSPEC.2020.8946299","microprocessors"
"10.1109/MSPEC.2020.8946299","farthest"
"10.1109/MSPEC.2020.8946299","network"
"10.1109/COMPSAC57700.2023.00124","personal"
"10.1109/COMPSAC57700.2023.00124","information"
"10.1109/COMPSAC57700.2023.00124","training"
"10.1109/COMPSAC57700.2023.00124","proposed"
"10.1109/COMPSAC57700.2023.00124","collected"
"10.1109/COMPSAC57700.2023.00124","learning"
"10.1109/COMPSAC57700.2023.00124","server"
"10.1109/COMPSAC57700.2023.00124","including"
"10.1109/COMPSAC57700.2023.00124","important"
"10.1109/COMPSAC57700.2023.00124","performance"
"10.1109/JSAC.2020.3041379","computations"
"10.1109/JSAC.2020.3041379","learning"
"10.1109/JSAC.2020.3041379","multiple"
"10.1109/JSAC.2020.3041379","partitions"
"10.1109/JSAC.2020.3041379","devices"
"10.1109/JSAC.2020.3041379","current"
"10.1109/JSAC.2020.3041379","result"
"10.1109/JSAC.2020.3041379","transmit"
"10.1109/JSAC.2020.3041379","transmission"
"10.1109/JSAC.2020.3041379","retransmitted"
"10.1109/IPDPSW50202.2020.00153","learning"
"10.1109/IPDPSW50202.2020.00153","efficient"
"10.1109/IPDPSW50202.2020.00153","applications"
"10.1109/IPDPSW50202.2020.00153","provides"
"10.1109/IPDPSW50202.2020.00153","connected"
"10.1109/IPDPSW50202.2020.00153","leveraging"
"10.1109/IPDPSW50202.2020.00153","collected"
"10.1109/IPDPSW50202.2020.00153","computationally"
"10.1109/IPDPSW50202.2020.00153","intensive"
"10.1109/IPDPSW50202.2020.00153","models"
"10.3390/s22072665","techniques"
"10.3390/s22072665","generated"
"10.3390/s22072665","intelligence"
"10.3390/s22072665","learning"
"10.3390/s22072665","execution"
"10.3390/s22072665","disruptive"
"10.3390/s22072665","hindrances"
"10.3390/s22072665","potential"
"10.3390/s22072665","heterogeneous"
"10.3390/s22072665","typical"
"10.3390/app11167461","monitoring"
"10.3390/app11167461","learning"
"10.3390/app11167461","skewness"
"10.3390/app11167461","require"
"10.3390/app11167461","generally"
"10.3390/app11167461","techniques"
"10.3390/app11167461","datasets"
"10.3390/app11167461","function"
"10.3390/app11167461","properly"
"10.3390/app11167461","systems"
"10.1002/itl2.356","processing"
"10.1002/itl2.356","computing"
"10.1002/itl2.356","detection"
"10.1002/itl2.356","transmission"
"10.1002/itl2.356","distribution"
"10.1002/itl2.356","restriction"
"10.1002/itl2.356","complex"
"10.1002/itl2.356","resources"
"10.1002/itl2.356","implement"
"10.1002/itl2.356","result"
"10.1007/978-3-030-98355-0_33","bitrate"
"10.1007/978-3-030-98355-0_33","computing"
"10.1007/978-3-030-98355-0_33","improving"
"10.1007/978-3-030-98355-0_33","increasing"
"10.1007/978-3-030-98355-0_33","networks"
"10.1007/978-3-030-98355-0_33","utilizing"
"10.1007/978-3-030-98355-0_33","adaptive"
"10.1007/978-3-030-98355-0_33","understanding"
"10.1007/978-3-030-98355-0_33","network"
"10.1007/978-3-030-98355-0_33","metrics"
"10.1109/MCE.2020.2986812","computing"
"10.1109/MCE.2020.2986812","learning"
"10.1109/MCE.2020.2986812","processing"
"10.1109/MCE.2020.2986812","system"
"10.1109/MCE.2020.2986812","combination"
"10.1109/MCE.2020.2986812","emerging"
"10.1109/MCE.2020.2986812","services"
"10.1109/MCE.2020.2986812","healthcare"
"10.1109/MCE.2020.2986812","constrained"
"10.1109/MCE.2020.2986812","functions"
"10.1109/INFOTEH53737.2022.9751311","prevention"
"10.1109/INFOTEH53737.2022.9751311","learning"
"10.1109/INFOTEH53737.2022.9751311","prediction"
"10.1109/INFOTEH53737.2022.9751311","platforms"
"10.1109/INFOTEH53737.2022.9751311","evaluated"
"10.1109/INFOTEH53737.2022.9751311","computing"
"10.1109/INFOTEH53737.2022.9751311","mainly"
"10.1109/INFOTEH53737.2022.9751311","research"
"10.1109/INFOTEH53737.2022.9751311","implementation"
"10.1109/INFOTEH53737.2022.9751311","motivation"
"10.1109/GLOBECOM42002.2020.9322592","federated"
"10.1109/GLOBECOM42002.2020.9322592","distributing"
"10.1109/GLOBECOM42002.2020.9322592","solution"
"10.1109/GLOBECOM42002.2020.9322592","networks"
"10.1109/GLOBECOM42002.2020.9322592","potential"
"10.1109/GLOBECOM42002.2020.9322592","training"
"10.1109/GLOBECOM42002.2020.9322592","communication"
"10.1109/GLOBECOM42002.2020.9322592","consideration"
"10.1109/GLOBECOM42002.2020.9322592","addresses"
"10.1109/GLOBECOM42002.2020.9322592","important"
"10.1109/TSC.2021.3117927","machines"
"10.1109/TSC.2021.3117927","instances"
"10.1109/TSC.2021.3117927","response"
"10.1109/TSC.2021.3117927","approach"
"10.1109/TSC.2021.3117927","usually"
"10.1109/TSC.2021.3117927","users"
"10.1109/TSC.2021.3117927","learning"
"10.1109/TSC.2021.3117927","devices"
"10.1109/TSC.2021.3117927","servers"
"10.1109/TSC.2021.3117927","remotely"
"10.1109/AIPR57179.2022.10092212","learning"
"10.1109/AIPR57179.2022.10092212","technique"
"10.1109/AIPR57179.2022.10092212","experimental"
"10.1109/AIPR57179.2022.10092212","federated"
"10.1109/AIPR57179.2022.10092212","devices"
"10.1109/AIPR57179.2022.10092212","servers"
"10.1109/AIPR57179.2022.10092212","multiple"
"10.1109/AIPR57179.2022.10092212","locally"
"10.1109/AIPR57179.2022.10092212","model"
"10.1109/AIPR57179.2022.10092212","ensures"
"10.1007/s10015-021-00683-1","system"
"10.1007/s10015-021-00683-1","partitioned"
"10.1007/s10015-021-00683-1","methods"
"10.1007/s10015-021-00683-1","vertically"
"10.1007/s10015-021-00683-1","computing"
"10.1007/s10015-021-00683-1","learning"
"10.1007/s10015-021-00683-1","data"
"10.1007/s10015-021-00683-1","expanding"
"10.1007/s10015-021-00683-1","systems"
"10.1007/s10015-021-00683-1","support"
"10.1117/12.2306095","computing"
"10.1117/12.2306095","applications"
"10.1117/12.2306095","increasingly"
"10.1117/12.2306095","networking"
"10.1117/12.2306095","resources"
"10.1117/12.2306095","executing"
"10.1117/12.2306095","dynamically"
"10.1117/12.2306095","component"
"10.1117/12.2306095","enabling"
"10.1117/12.2306095","techniques"
"10.3390/ai4030039","environment"
"10.3390/ai4030039","computing"
"10.3390/ai4030039","constraints"
"10.3390/ai4030039","existing"
"10.3390/ai4030039","requirements"
"10.3390/ai4030039","optimization"
"10.3390/ai4030039","preservation"
"10.3390/ai4030039","solutions"
"10.3390/ai4030039","performance"
"10.3390/ai4030039","applications"
"10.1109/ICHI54592.2022.00048","technique"
"10.1109/ICHI54592.2022.00048","significant"
"10.1109/ICHI54592.2022.00048","system"
"10.1109/ICHI54592.2022.00048","computation"
"10.1109/ICHI54592.2022.00048","comparable"
"10.1109/ICHI54592.2022.00048","countries"
"10.1109/ICHI54592.2022.00048","cardiovascular"
"10.1109/ICHI54592.2022.00048","number"
"10.1109/ICHI54592.2022.00048","diseases"
"10.1109/ICHI54592.2022.00048","diagnostic"
"10.1109/ICEIC54506.2022.9748710","system"
"10.1109/ICEIC54506.2022.9748710","predictive"
"10.1109/ICEIC54506.2022.9748710","implemented"
"10.1109/ICEIC54506.2022.9748710","apparatus"
"10.1109/ICEIC54506.2022.9748710","design"
"10.1109/ICEIC54506.2022.9748710","interface"
"10.1109/ICEIC54506.2022.9748710","controller"
"10.1109/ICEIC54506.2022.9748710","elements"
"10.1109/ICEIC54506.2022.9748710","incorporates"
"10.1109/ICEIC54506.2022.9748710","implementation"
"10.1109/VTC2021-FALL52928.2021.9625307","management"
"10.1109/VTC2021-FALL52928.2021.9625307","transceivers"
"10.1109/VTC2021-FALL52928.2021.9625307","network"
"10.1109/VTC2021-FALL52928.2021.9625307","learning"
"10.1109/VTC2021-FALL52928.2021.9625307","tracking"
"10.1109/VTC2021-FALL52928.2021.9625307","proposed"
"10.1109/VTC2021-FALL52928.2021.9625307","component"
"10.1109/VTC2021-FALL52928.2021.9625307","g"
"10.1109/VTC2021-FALL52928.2021.9625307","communications"
"10.1109/VTC2021-FALL52928.2021.9625307","millimeter"
"10.1117/12.2522656","inferencing"
"10.1117/12.2522656","constrained"
"10.1117/12.2522656","application"
"10.1117/12.2522656","dependable"
"10.1117/12.2522656","resource"
"10.1117/12.2522656","computational"
"10.1117/12.2522656","processing"
"10.1117/12.2522656","consumption"
"10.1117/12.2522656","sophisticated"
"10.1117/12.2522656","intermediate"
"10.1109/ACCESS.2022.3207200","architecture"
"10.1109/ACCESS.2022.3207200","deployments"
"10.1109/ACCESS.2022.3207200","presents"
"10.1109/ACCESS.2022.3207200","applications"
"10.1109/ACCESS.2022.3207200","enabling"
"10.1109/ACCESS.2022.3207200","autonomous"
"10.1109/ACCESS.2022.3207200","system"
"10.1109/ACCESS.2022.3207200","learning"
"10.1109/ACCESS.2022.3207200","efficient"
"10.1109/ACCESS.2022.3207200","traditional"
"10.3390/s23052649","detection"
"10.3390/s23052649","electrical"
"10.3390/s23052649","digitization"
"10.3390/s23052649","monitoring"
"10.3390/s23052649","technologies"
"10.3390/s23052649","advanced"
"10.3390/s23052649","enable"
"10.3390/s23052649","vibration"
"10.3390/s23052649","commonly"
"10.3390/s23052649","locations"
"10.1109/INFOCOMWKSHPS54753.2022.9798359","development"
"10.1109/INFOCOMWKSHPS54753.2022.9798359","different"
