"paper_id","class_label"
"10.1103/PhysRevAccelBeams.25.122802","MLAccelerator"
"10.1016/j.vlsi.2018.11.010","MLAccelerator"
"10.1109/mwscas48704.2020.9184587","MLAccelerator"
"10.1109/MDAT.2022.3161126","MLAccelerator"
"10.1109/TC.2020.2988209","MLAccelerator"
"10.1103/PhysRevAccelBeams.24.114601","MLAccelerator"
"10.1016/j.engappai.2020.103637","MLAccelerator"
"10.1109/ISVLSI54635.2022.00060","MLAccelerator"
"10.1109/MICRO56248.2022.00084","MLAccelerator"
"10.1109/ISPASS51385.2021.00047","MLAccelerator"
"10.1145/3229631.3236093","MLAccelerator"
"10.1109/MDAT.2021.3063340","MLAccelerator"
"10.1109/HPEC49654.2021.9622867","MLAccelerator"
"10.1016/j.mejo.2017.01.007","MLAccelerator"
"10.1109/EECS.2017.26","MLAccelerator"
"10.1109/TCAD.2016.2587683","MLAccelerator"
"10.3390/electronics10111323","MLAccelerator"
"10.1109/JSSC.2013.2253226","MLAccelerator"
"10.1109/ICCD.2018.00060","MLAccelerator"
"10.1007/978-981-19-8069-5_2","MLAccelerator"
"10.1117/12.2519554","MLAccelerator"
"10.1145/3566097.3568356","MLAccelerator"
"10.1016/j.nima.2019.163240","MLAccelerator"
"10.1145/2694344.2694358","MLAccelerator"
"10.1038/s41467-020-20245-6","MLAccelerator"
"10.1109/ISPA-BDCloud-SustainCom-SocialCom48970.2019.00076","MLAccelerator"
"10.1145/3583781.3590242","MLAccelerator"
"10.1145/2950067.2950083","MLAccelerator"
"10.1145/2897937.2898003","MLAccelerator"
"10.1109/ASAP54787.2022.00026","MLAccelerator"
"10.1109/dcis201949030.2019.8959937","MLAccelerator"
"10.1145/3310273.3321563","MLAccelerator"
"10.1109/TCAD.2019.2927523","MLAccelerator"
"10.1103/PhysRevAccelBeams.26.044602","MLAccelerator"
"10.1142/S0217751X19420193","MLAccelerator"
"10.1109/TCSII.2022.3168404","MLAccelerator"
"10.1371/journal.pone.0252634","MLAccelerator"
"10.1109/TNS.2016.2543203","MLAccelerator"
"10.1002/tee.22614","MLAccelerator"
"10.1109/VLSID51830.2021.00060","MLAccelerator"
"10.3390/info12060238","MLAccelerator"
"10.1109/dft50435.2020.9250856","MLAccelerator"
"10.1109/MM.2020.2986199","MLAccelerator"
"10.1118/1.4888378","MLAccelerator"
"10.1016/j.anucene.2016.08.031","MLAccelerator"
"10.3390/s20205795","MLAccelerator"
"10.1109/HPEC55821.2022.9926296","MLAccelerator"
"10.1109/TETC.2021.3049826","MLAccelerator"
"10.1109/TSC.2017.2777478","MLAccelerator"
"10.1109/AICAS51828.2021.9458433","MLAccelerator"
"10.3390/a15050150","MLAccelerator"
"10.1109/mocast.2019.8741875","MLAccelerator"
"10.1145/3297858.3304049","MLAccelerator"
"10.1109/QCS56647.2022.00010","MLAccelerator"
"10.1088/2632-2153/abc81e","MLAccelerator"
"10.1109/dac18072.2020.9218489","MLAccelerator"
"10.1007/s11704-016-6159-1","MLAccelerator"
"10.1145/2996864","MLAccelerator"
"10.1109/HPCA.2019.00036","MLAccelerator"
"10.23919/DATE51398.2021.9474016","MLAccelerator"
"10.1109/ISCA.2018.00015","MLAccelerator"
"10.3390/info12040161","MLAccelerator"
"10.1109/TVLSI.2022.3170233","MLAccelerator"
"10.1109/TVLSI.2021.3076081","MLAccelerator"
"10.1007/s11227-020-03325-8","MLAccelerator"
"10.3389/fphy.2022.875464","MLAccelerator"
"10.3390/make1010005","MLAccelerator"
"10.1109/ISNFS.1996.603819","MLAccelerator"
"10.1109/ISCA45697.2020.00083","MLAccelerator"
"10.1109/CANDAR.2016.106","MLAccelerator"
"10.1109/FPL50879.2020.00058","MLAccelerator"
"10.1103/PhysRevAccelBeams.21.112802","MLAccelerator"
"10.1109/MM.2018.2877839","MLAccelerator"
"10.1088/1748-0221/18/04/P04010","MLAccelerator"
"10.1145/3503222.3507767","MLAccelerator"
"10.3390/s23094297","MLAccelerator"
"10.1109/TCAD.2022.3197540","MLAccelerator"
"10.1109/TNANO.2017.2732698","MLAccelerator"
"10.1109/IISWC55918.2022.00017","MLAccelerator"
"10.1109/ICCD56317.2022.00087","MLAccelerator"
"10.1016/j.sysarc.2019.101635","MLAccelerator"
"10.1109/ICWS.2016.91","MLAccelerator"
"10.1109/IV48863.2021.9575141","MLAccelerator"
"10.1109/MLHPC54614.2021.00014","MLAccelerator"
"10.1109/IMS19712.2021.9574932","MLAccelerator"
"10.1016/j.nima.2016.04.099","MLAccelerator"
"10.1109/HPEC55821.2022.9926331","MLAccelerator"
"10.18287/2412-6179-CO-914","MLAccelerator"
"10.1109/TCSI.2017.2771437","MLAccelerator"
"10.1109/TCSI.2022.3169028","MLAccelerator"
"10.1109/edm.2019.8823487","MLAccelerator"
"10.1109/COOLCHIPS54332.2022.9772668","MLAccelerator"
"10.1109/TCSI.2019.2921714","MLAccelerator"
"10.1109/essderc.2019.8901818","MLAccelerator"
"10.1109/icip.2019.8803645","MLAccelerator"
"10.1016/j.procs.2022.01.214","MLAccelerator"
"10.1109/cstic49141.2020.9282536","MLAccelerator"
"10.1109/COOLCHIPS57690.2023.10122120","MLAccelerator"
"10.1145/3195970.3196074","MLAccelerator"
"10.1145/3547276.3548514","MLAccelerator"
"10.1109/IPDPSW50202.2020.00086","MLAccelerator"
"10.1145/3462329","MLAccelerator"
"10.1504/IJIEI.2022.10050882","MLAccelerator"
"10.1117/12.2608311","MLAccelerator"
"10.1109/HPCA51647.2021.00075","MLAccelerator"
"10.1109/NANO58406.2023.10231158","MLAccelerator"
"10.1145/3123939.3123979","MLAccelerator"
"10.1109/ACCESS.2022.3179047","MLAccelerator"
"10.1107/S1600577522008554","MLAccelerator"
"10.1109/ISVLSI54635.2022.00066","MLAccelerator"
"10.1117/12.2633916","MLAccelerator"
"10.1109/TCAD.2022.3197503","MLAccelerator"
"10.1109/TVLSI.2022.3167449","MLAccelerator"
"10.1109/ACCESS.2022.3229767","MLAccelerator"
"10.1145/2902961.2902986","MLAccelerator"
"10.1145/3316781.3317787","MLAccelerator"
"10.1145/3575798","MLAccelerator"
"10.1109/HPCA53966.2022.00012","MLAccelerator"
"10.1145/3241793.3241810","MLAccelerator"
"10.3390/make4010004","MLAccelerator"
"10.1109/JSSC.2020.3045369","MLAccelerator"
"10.1109/ICDCS51616.2021.00115","MLAccelerator"
"10.1103/PhysRevAccelBeams.23.044601","MLAccelerator"
"10.3390/app12010089","MLAccelerator"
"10.1117/12.2633917","MLAccelerator"
"10.1109/MDAT.2020.2974914","MLAccelerator"
"10.3390/info12020053","MLAccelerator"
"10.1109/dft50435.2020.9250763","MLAccelerator"
"10.1109/H2RC49586.2019.00009","MLAccelerator"
"10.1140/epjp/s13360-021-01348-5","MLAccelerator"
"10.1109/ISOCC56007.2022.10031488","MLAccelerator"
"10.1109/ACCESS.2018.2890150","MLAccelerator"
"10.3390/electronics8020143","MLAccelerator"
"10.1109/ISOCC53507.2021.9613902","MLAccelerator"
"10.1109/TC.2020.2983694","MLAccelerator"
"10.1109/FCCM.2014.37","MLAccelerator"
"10.1145/3317550.3321441","MLAccelerator"
"10.1145/3508352.3561121","MLAccelerator"
"10.1109/MDAT.2021.3133373","MLAccelerator"
"10.1109/JETCAS.2019.2918317","MLAccelerator"
"10.1109/VTS52500.2021.9794227","MLAccelerator"
"10.1016/j.nima.2021.166064","MLAccelerator"
"10.1109/TC.2023.3257513","MLAccelerator"
"10.1109/JXCDC.2023.3265803","MLAccelerator"
"10.1145/3543176","MLAccelerator"
"10.1109/ISTM54910.2022.00013","MLAccelerator"
"10.1109/PACT.2017.49","MLAccelerator"
"10.1109/sbcci50935.2020.9189899","MLAccelerator"
"10.1145/3505170.3506730","MLAccelerator"
"10.1109/ISVLSI54635.2022.00064","MLAccelerator"
"10.1145/3551901.3556489","MLAccelerator"
"10.1007/978-3-030-02465-9_11","MLAccelerator"
"10.1145/3445814.3446697","MLAccelerator"
"10.1145/3125502.3125532","MLAccelerator"
"10.1109/RADIOELEKTRONIKA54537.2022.9764951","MLAccelerator"
"10.1109/FPL.2016.7577315","MLAccelerator"
"10.1016/j.engappai.2009.05.004","MLAccelerator"
"10.1109/TCSII.2022.3174622","MLAccelerator"
"10.1007/s10278-022-00743-3","MLAccelerator"
"10.1145/3572908","MLAccelerator"
"10.1109/TPDS.2021.3104240","MLAccelerator"
"10.1016/j.nima.2020.164652","MLAccelerator"
"10.1109/PRIME58259.2023.10161944","MLAccelerator"
"10.1109/icce-tw46550.2019.8991862","MLAccelerator"
"10.1017/hpl.2022.47","MLAccelerator"
"10.1109/DSD.2018.00070","MLAccelerator"
"10.1145/3299874.3319458","MLAccelerator"
"10.1109/ISCAS.2018.8351731","MLAccelerator"
"10.1088/2632-2153/acb98d","MLAccelerator"
"10.1109/TETC.2022.3147376","MLAccelerator"
"10.1109/IPDPSW55747.2022.00124","MLAccelerator"
"10.1109/TVLSI.2015.2420663","MLAccelerator"
"10.1103/PhysRevLett.128.204801","MLAccelerator"
"10.1145/3316781.3317936","MLAccelerator"
"10.1109/PDP2018.2018.00058","MLAccelerator"
"10.1109/ISCAS51556.2021.9401623","MLAccelerator"
"10.1002/aaai.12032","MLAccelerator"
"10.1145/3195970.3199847","MLAccelerator"
"10.1145/3283450","MLAccelerator"
"10.1145/3494049","MLAccelerator"
"10.1145/3282444","MLAccelerator"
"10.23919/icmu48249.2019.9006661","MLAccelerator"
"10.1145/3400286.3418245","MLAccelerator"
"10.1109/TPDS.2020.3046870","MLAccelerator"
"10.1109/IJCNN55064.2022.9891914","MLAccelerator"
"10.1109/HPCA56546.2023.10071018","MLAccelerator"
"10.1007/978-3-030-95388-1_36","MLAccelerator"
"10.1109/TED.2021.3111857","MLAccelerator"
"10.1109/TETC.2020.2984992","MLAccelerator"
"10.1155/2014/712085","MLAccelerator"
"10.1109/HPCA47549.2020.00046","MLAccelerator"
"10.1109/TNNLS.2019.2899386","MLAccelerator"
"10.1109/ddecs50862.2020.9095688","MLAccelerator"
"10.1109/FPL57034.2022.00040","MLAccelerator"
"10.1109/MM.2018.043191125","MLAccelerator"
"10.1016/j.future.2020.04.012","MLAccelerator"
"10.1145/3418465","MLAccelerator"
"10.1063/5.0127492","MLAccelerator"
"10.1145/1562514.1562516","MLAccelerator"
"10.3390/electronics10060652","MLAccelerator"
"10.1109/MM.2022.3226630","MLAccelerator"
"10.1109/MECO55406.2022.9797110","MLAccelerator"
"10.1117/12.650951","MLAccelerator"
"10.1109/iedm19573.2019.8993434","MLAccelerator"
"10.1145/2996192","MLAccelerator"
"10.1109/ISOCC50952.2020.9332929","MLAccelerator"
"10.1109/ACCESS.2022.3203566","MLAccelerator"
"10.1016/j.micpro.2019.102960","MLAccelerator"
"10.1038/s41928-023-00977-1","MLAccelerator"
"10.1145/3218603.3218611","MLAccelerator"
"10.1109/icecs46596.2019.8965031","MLAccelerator"
"10.1109/MWSCAS47672.2021.9531848","MLAccelerator"
"10.1007/s40042-023-00848-0","MLAccelerator"
"10.1103/PhysRevE.107.045302","MLAccelerator"
"10.1109/ACCESS.2021.3076207","MLAccelerator"
"10.1109/dac18072.2020.9218533","MLAccelerator"
"10.1109/MC.2016.312","MLAccelerator"
"10.1126/sciadv.abn8325","MLAccelerator"
"10.1145/2997649","MLAccelerator"
"10.1109/HPCS.2018.00090","MLAccelerator"
"10.1109/TNNLS.2017.2665555","MLAccelerator"
"10.1016/j.sysarc.2020.101839","MLAccelerator"
"10.3390/electronics9050781","MLAccelerator"
"10.1145/3126908.3126964","MLAccelerator"
"10.1109/IPDPS.2017.59","MLAccelerator"
"10.1109/MICRO.2018.00021","MLAccelerator"
"10.1109/TC.2020.3048624","MLAccelerator"
"10.1109/TCSII.2022.3188428","MLAccelerator"
"10.14778/3352063.3352074","MLAccelerator"
"10.1109/ISLPED58423.2023.10244262","MLAccelerator"
"10.1109/ISVLSI54635.2022.00030","MLAccelerator"
"10.1109/icasid.2019.8925182","MLAccelerator"
"10.1007/s41605-020-00180-2","MLAccelerator"
"10.1109/IPDPSW.2019.00159","MLAccelerator"
"10.1109/TCSI.2018.2852260","MLAccelerator"
"10.14778/3476311.3476374","MLAccelerator"
"10.1145/3575693.3575694","MLAccelerator"
"10.1002/cpe.6917","MLAccelerator"
"10.3390/data6040042","MLAccelerator"
"10.1109/ISCAS48785.2022.9937772","MLAccelerator"
"10.1109/PACT.2015.21","MLAccelerator"
"10.1016/j.jedc.2022.104405","MLAccelerator"
"10.1109/ISPASS57527.2023.00024","MLAccelerator"
"10.1002/chem.201800345","MLAccelerator"
"10.1016/j.conengprac.2007.03.009","MLAccelerator"
"10.1109/ISVLSI.2019.00053","MLAccelerator"
"10.1016/bs.adcom.2020.11.005","MLAccelerator"
"10.1109/TCSII.2019.2922657","MLAccelerator"
"10.1109/ISVLSI51109.2021.00019","MLAccelerator"
"10.5755/j01.eie.25.5.24351","MLAccelerator"
"10.1038/s41598-021-98785-0","MLAccelerator"
"10.1109/DSD57027.2022.00056","MLAccelerator"
"10.1109/FCCM.2017.47","MLAccelerator"
"10.1145/3530907","MLAccelerator"
"10.1073/pnas.2101784118","MLAccelerator"
"10.1109/vcip49819.2020.9301797","MLAccelerator"
"10.1016/j.dib.2022.108473","MLAccelerator"
"10.1002/cpe.4691","MLAccelerator"
"10.1109/LSSC.2019.2902738","MLAccelerator"
"10.1109/VLSID51830.2021.00027","MLAccelerator"
"10.1109/VLSI-SoC54400.2022.9939606","MLAccelerator"
"10.36001/IJPHM.2023.v14i1.3419","MLAccelerator"
"10.1109/iccad45719.2019.8942149","MLAccelerator"
"10.1109/DAC56929.2023.10247873","MLAccelerator"
"10.1109/ACCESS.2022.3206785","MLAccelerator"
"10.1109/EMC249363.2019.00015","MLAccelerator"
"10.1145/3331469","MLAccelerator"
"10.1109/TED.2022.3214167","MLAccelerator"
"10.1145/3340263","MLAccelerator"
"10.1145/3204919.3204926","MLAccelerator"
"10.1109/IPDPSW.2016.140","MLAccelerator"
"10.1109/DAC56929.2023.10247695","MLAccelerator"
"10.3390/s21134412","MLAccelerator"
"10.1109/ITC44778.2020.9325272","MLAccelerator"
"10.1145/3297858.3304019","MLAccelerator"
"10.1142/S0218001415510131","MLAccelerator"
"10.1109/SmartCloud49737.2020.00014","MLAccelerator"
"10.1109/icassp40776.2020.9054764","MLAccelerator"
"10.1109/HPCA47549.2020.00035","MLAccelerator"
"10.1016/j.ins.2021.12.047","MLAccelerator"
"10.1109/VLSI-SoC54400.2022.9939591","MLAccelerator"
"10.1109/iccad45719.2019.8942119","MLAccelerator"
"10.1088/1367-2630/ac77ac","MLAccelerator"
"10.1109/HPCS.2018.00030","MLAccelerator"
"10.1109/ats49688.2020.9301581","MLAccelerator"
"10.1109/ISCAS48785.2022.9937510","MLAccelerator"
"10.1109/ISPA-BDCloud-SustainCom-SocialCom48970.2019.00191","MLAccelerator"
"10.1145/3560905.3568300","MLAccelerator"
"10.3233/APC200099","MLAccelerator"
"10.1109/HiPC53243.2021.00037","MLAccelerator"
"10.1109/iSES52644.2021.00058","MLAccelerator"
"10.1109/JPROC.2021.3098483","MLAccelerator"
"10.3390/electronics10040520","MLAccelerator"
"10.1145/3508352.3561105","MLAccelerator"
"10.1088/1748-0221/16/07/P07002","MLAccelerator"
"10.1016/j.cpc.2023.108694","MLAccelerator"
"10.1109/IEEECONF51394.2020.9443272","MLAccelerator"
"10.1109/MICRO50266.2020.00042","MLAccelerator"
"10.1029/2021MS002477","MLAccelerator"
"10.1038/s41598-021-86650-z","MLAccelerator"
"10.1109/CCGRID.2019.00067","MLAccelerator"
"10.1145/1854273.1854309","MLAccelerator"
"10.1063/1.4904784","MLAccelerator"
"10.1007/s10470-021-01885-0","MLAccelerator"
"10.1007/978-3-319-51724-7_12","MLAccelerator"
"10.1109/TCST.2017.2727439","MLAccelerator"
"10.1109/ACCESS.2019.2961174","MLAccelerator"
"10.1109/ICCD.2018.00022","MLAccelerator"
"10.1109/LES.2022.3190001","MLAccelerator"
"10.1109/JSSC.2021.3115466","MLAccelerator"
"10.1145/3195970.3196109","MLAccelerator"
"10.1007/978-3-030-90019-9_13","MLAccelerator"
"10.1017/hpl.2023.47","MLAccelerator"
"10.1109/JLT.2022.3146131","MLAccelerator"
"10.1145/3470496.3527392","MLAccelerator"
"10.1109/JETCAS.2019.2933678","MLAccelerator"
"10.15678/EBER.2020.080209","MLAccelerator"
"10.1109/TLA.2020.9082927","MLAccelerator"
"10.1088/2632-2153/ac27ff","MLAccelerator"
"10.1145/3560905.3568296","MLAccelerator"
"10.1109/TCSI.2021.3122327","MLAccelerator"
"10.1109/3DIC52383.2021.9687615","MLAccelerator"
"10.1088/1748-0221/16/10/P10008","MLAccelerator"
"10.1142/S2424786321500377","MLAccelerator"
"10.1109/ARITH.2019.00023","MLAccelerator"
"10.3390/app13127204","MLAccelerator"
"10.3390/technologies8010006","MLAccelerator"
"10.3390/en14154471","MLAccelerator"
"10.1109/H2RC54759.2021.00008","MLAccelerator"
"10.1109/ISVLSI51109.2021.00076","MLAccelerator"
"10.1109/apccas50809.2020.9301709","MLAccelerator"
"10.1109/HPEC49654.2021.9622863","MLAccelerator"
"10.1142/S2424786322500189","MLAccelerator"
"10.1007/s11082-023-05200-1","MLAccelerator"
"10.1016/j.micpro.2020.102991","MLAccelerator"
"10.23919/date.2019.8715007","MLAccelerator"
"10.1049/iet-cdt.2013.0153","MLAccelerator"
"10.1109/NORCAS57515.2022.9934553","MLAccelerator"
"10.1109/ISPASS51385.2021.00048","MLAccelerator"
"10.1109/ISCA52012.2021.00066","MLAccelerator"
"10.1007/s11390-019-1914-z","MLAccelerator"
"10.3390/electronics12040935","MLAccelerator"
"10.1109/IS3C.2016.256","MLAccelerator"
"10.1109/ESSCIRC53450.2021.9567756","MLAccelerator"
"10.1109/ESSDERC53440.2021.9631821","MLAccelerator"
"10.1109/IEEECONF51394.2020.9443368","MLAccelerator"
"10.1109/JSSC.2018.2822703","MLAccelerator"
"10.1109/ISVLSI.2018.00099","MLAccelerator"
"10.1109/TASC.2006.869992","MLAccelerator"
"10.1103/PhysRevFluids.6.064605","MLAccelerator"
"10.1109/LCA.2019.2910521","MLAccelerator"
"10.1016/j.sysarc.2022.102561","MLAccelerator"
"10.1109/SBAC-PAD.2018.00059","MLAccelerator"
"10.1109/ICCD.2017.29","MLAccelerator"
"10.1109/icecs49266.2020.9294981","MLAccelerator"
"10.1109/isqed48828.2020.9137029","MLAccelerator"
"10.1109/CW52790.2021.00018","MLAccelerator"
"10.1109/JSSC.2017.2787762","MLAccelerator"
"10.1109/IGARSS39084.2020.9324385","MLAccelerator"
"10.1109/TCSI.2018.2839613","MLAccelerator"
"10.1007/s00521-018-3761-1","MLAccelerator"
"10.1145/3357526.3357532","MLAccelerator"
"10.1145/3560905.3568561","MLAccelerator"
"10.1145/2133382.2133388","MLAccelerator"
"10.1142/S0129626422500050","MLAccelerator"
"10.1007/978-3-030-34356-9_8","MLAccelerator"
"10.1109/TVLSI.2019.2897052","MLAccelerator"
"10.3389/fphy.2022.958120","MLAccelerator"
"10.1007/s10696-021-09439-2","MLAccelerator"
"10.1109/MICRO50266.2020.00069","MLAccelerator"
"10.1007/978-3-030-10549-5_57","MLAccelerator"
"10.1007/978-3-030-81242-3_11","MLAccelerator"
"10.14778/3457390.3457399","MLAccelerator"
"10.3389/frai.2021.798962","MLAccelerator"
"10.3389/fdata.2020.604083","MLAccelerator"
"10.1103/PhysRevAccelBeams.23.114601","MLAccelerator"
"10.1109/iolts50870.2020.9159704","MLAccelerator"
"10.1103/PhysRevAccelBeams.26.064601","MLAccelerator"
"10.1109/CANDARW.2019.00026","MLAccelerator"
"10.1145/3079856.3080254","MLAccelerator"
"10.1109/FPT.2018.00057","MLAccelerator"
"10.1109/CCGrid.2015.165","MLAccelerator"
"10.1109/MICRO50266.2020.00058","MLAccelerator"
"10.1109/ICEIC54506.2022.9748830","MLAccelerator"
"10.1088/1742-6596/1067/7/072036","MLAccelerator"
"10.1145/3177865","MLAccelerator"
"10.1109/TVLSI.2020.3020286","MLAccelerator"
"10.1145/3020078.3021741","MLAccelerator"
"10.1109/VLSI-TSA/VLSI-DAT57221.2023.10134316","MLAccelerator"
"10.1109/ICFPT47387.2019.00024","MLAccelerator"
"10.1109/TCAD.2021.3101464","MLAccelerator"
"10.1109/ICECS53924.2021.9665606","MLAccelerator"
"10.1109/EPEC56903.2022.10000228","MLAccelerator"
"10.1088/1748-0221/11/01/C01058","MLAccelerator"
"10.1145/3240765.3240855","MLAccelerator"
"10.1145/3233987","MLAccelerator"
"10.1109/ASAP54787.2022.00023","MLAccelerator"
"10.1109/mlcad48534.2019.9142064","MLAccelerator"
"10.1109/JSSC.2022.3207951","MLAccelerator"
"10.1016/j.vlsi.2021.08.004","MLAccelerator"
"10.1145/3394885.3431594","MLAccelerator"
"10.1109/VTS52500.2021.9794215","MLAccelerator"
"10.1098/rsta.2019.0051","MLAccelerator"
"10.1109/IPDPS.2018.00061","MLAccelerator"
"10.1088/1674-4926/41/2/022401","MLAccelerator"
"10.1109/JXCDC.2021.3092436","MLAccelerator"
"10.1007/978-3-030-34356-9_6","MLAccelerator"
"10.1109/TVLSI.2020.3048829","MLAccelerator"
"10.1109/ICCD53106.2021.00091","MLAccelerator"
"10.1016/j.micpro.2016.05.013","MLAccelerator"
"10.1109/MICRO50266.2020.00079","MLAccelerator"
"10.1007/s00542-023-05442-9","MLAccelerator"
"10.1145/3527156","MLAccelerator"
"10.1109/JLT.2023.3269957","MLAccelerator"
"10.1016/j.nima.2021.165900","MLAccelerator"
"10.1109/LSSC.2020.3010295","MLAccelerator"
"10.1109/TCAD.2022.3166108","MLAccelerator"
"10.1109/ISLPED58423.2023.10244283","MLAccelerator"
"10.23919/date.2019.8715018","MLAccelerator"
"10.1109/JETCAS.2022.3169899","MLAccelerator"
"10.1109/MICRO50266.2020.00066","MLAccelerator"
"10.1109/HPCA47549.2020.00062","MLAccelerator"
"10.1186/s13014-021-01847-w","MLAccelerator"
"10.1109/icmect.2019.8932150","MLAccelerator"
"10.1109/HPCA51647.2021.00029","MLAccelerator"
"10.1109/ISQED57927.2023.10129312","MLAccelerator"
"10.1109/JSSC.2020.3021066","MLAccelerator"
"10.3390/electronics10030314","MLAccelerator"
"10.1109/ISVLSI54635.2022.00051","MLAccelerator"
"10.1145/3289185","MLAccelerator"
"10.1109/TC.2019.2924215","MLAccelerator"
"10.1145/3458357","MLAccelerator"
"10.1109/nics48868.2019.9023825","MLAccelerator"
"10.1109/TCAD.2021.3107401","MLAccelerator"
"10.1109/ISVLSI51109.2021.00045","MLAccelerator"
"10.1109/IPDPSW.2019.00016","MLAccelerator"
"10.1109/ISCAS48785.2022.9937620","MLAccelerator"
"10.1016/j.neucom.2021.05.069","MLAccelerator"
"10.1109/NAS51552.2021.9605395","MLAccelerator"
"10.1145/3551901.3556481","MLAccelerator"
"10.1002/aisy.202200053","MLAccelerator"
"10.1109/FCCM51124.2021.00011","MLAccelerator"
"10.1007/978-3-319-41321-1_11","MLAccelerator"
"10.1002/cpe.6670","MLAccelerator"
"10.1063/5.0047940","MLAccelerator"
"10.1088/1742-6596/2438/1/012104","MLAccelerator"
"10.3390/app122010574","MLAccelerator"
"10.23919/date.2019.8715195","MLAccelerator"
"10.1109/TCSI.2021.3080042","MLAccelerator"
"10.1109/APCCAS55924.2022.10090389","MLAccelerator"
"10.1145/3079856.3080221","MLAccelerator"
"10.1145/3330345.3330387","MLAccelerator"
"10.1109/LCA.2021.3102224","MLAccelerator"
"10.1109/APCCAS51387.2021.9687773","MLAccelerator"
"10.1109/ISPASS57527.2023.00033","MLAccelerator"
"10.1109/isqed48828.2020.9137006","MLAccelerator"
"10.3390/ijgi10010006","MLAccelerator"
"10.1109/DSA.2018.00017","MLAccelerator"
"10.1002/jgm.3586","MLAccelerator"
"10.1109/CDC.2010.5718078","MLAccelerator"
"10.1109/ASAP52443.2021.00040","MLAccelerator"
"10.1021/acs.jctc.1c00916","MLAccelerator"
"10.1109/CLOUD53861.2021.00101","MLAccelerator"
"10.1109/TCST.2021.3136133","MLAccelerator"
"10.1080/03772063.2020.1821797","MLAccelerator"
"10.1002/adpr.202100048","MLAccelerator"
"10.1109/TPDS.2021.3133691","MLAccelerator"
"10.1109/mlcad48534.2019.9142100","MLAccelerator"
"10.1145/3445814.3446702","MLAccelerator"
"10.1109/JPROC.2023.3268092","MLAccelerator"
"10.1109/TCAD.2020.3025508","MLAccelerator"
"10.1504/IJCSE.2020.113176","MLAccelerator"
"10.1109/BigData50022.2020.9378150","MLAccelerator"
"10.1145/3591197.3591307","MLAccelerator"
"10.1145/3373376.3378503","MLAccelerator"
"10.1016/j.knosys.2013.01.027","MLAccelerator"
"10.1109/ACCESS.2020.3009637","MLAccelerator"
"10.1109/MCG.2022.3176325","MLAccelerator"
"10.1016/j.jpdc.2017.10.001","MLAccelerator"
"10.1109/MCSoC51149.2021.00053","MLAccelerator"
"10.1016/j.eng.2020.01.007","MLAccelerator"
