"cited_paper_id","citing_paper_id"
"10.1038/s41565-020-0655-z","10.1109/ISCA.2018.00039"
"10.1038/s41565-020-0655-z","10.1126/science.aaw5581"
"10.1038/s41565-020-0655-z","10.1039/c3nr01176c"
"10.1038/s41565-020-0655-z","10.3389/fnins.2016.00333"
"10.1038/s41565-020-0655-z","10.1109/JSSC.2018.2867275"
"10.1038/s41565-020-0655-z","10.1002/aelm.201600090"
"10.1038/s41565-020-0655-z","10.1109/ISCA.2016.12"
"10.1038/s41565-020-0655-z","10.1109/JPROC.2017.2761740"
"10.1038/s41565-020-0655-z","10.1038/nature23011"
"10.1038/s41565-020-0655-z","10.1002/adfm.201202383"
"10.1007/s12274-020-2616-0","10.1038/s41586-018-0180-5"
"10.1007/s12274-020-2616-0","10.1038/s41928-019-0270-x"
"10.1007/s12274-020-2616-0","10.3389/fnins.2016.00333"
"10.1007/s12274-020-2616-0","10.1002/aelm.201600090"
"10.1007/s12274-020-2616-0","10.1021/nl904092h"
"10.1007/s12274-020-2616-0","10.1109/ISCA.2016.12"
"10.1007/s12274-020-2616-0","10.1038/nature23011"
"10.1109/TPDS.2020.2978045","10.1109/IPDPS.2018.00061"
"10.1145/3489517.3530509","10.1145/3289602.3293915"
"10.1145/3489517.3530509","10.1145/3289185"
"10.1109/HPCA51647.2021.00015","10.1109/MICRO.2014.58"
"10.1109/IISWC50251.2020.00025","10.1109/HPCA.2019.00048"
"10.1145/3358699","10.1145/3287624.3288756"
"10.1145/3358699","10.1145/2902961.2902986"
"10.3389/frai.2021.718950","10.1103/PhysRevAccelBeams.23.114601"
"10.1109/TVLSI.2017.2754272","10.1109/JSSC.2013.2253226"
"10.1109/TVLSI.2017.2754272","10.1109/CCGrid.2015.165"
"10.1109/TVLSI.2017.2754272","10.1145/2902961.2902986"
"10.1109/IPDPS53621.2022.00106","10.3390/electronics10030314"
"10.1109/IPDPS53621.2022.00106","10.1016/j.eng.2020.01.007"
"10.1109/IOLTS59296.2023.10224892","10.1109/iolts50870.2020.9159734"
"10.1109/IOLTS59296.2023.10224892","10.1109/TCAD.2022.3197540"
"10.1109/IOLTS59296.2023.10224892","10.1145/3400302.3415680"
"10.1007/s11265-021-01722-7","10.1109/hpec43674.2020.9286149"
"10.1109/JETCAS.2018.2881461","10.1109/JETCAS.2018.2813389"
"10.1109/JETCAS.2018.2881461","10.1145/2749469.2750371"
"10.1109/JETCAS.2018.2881461","10.1109/TVLSI.2014.2365458"
"10.1587/transinf.2022PAP0003","10.1145/1854273.1854309"
"10.1109/ISCA52012.2021.00051","10.1109/MICRO50266.2020.00069"
"10.1109/ISCA52012.2021.00051","10.1145/3243176.3243184"
"10.1109/ISCA52012.2021.00051","10.1109/TC.2021.3056929"
"10.1109/ISCA52012.2021.00051","10.1109/HPCA47549.2020.00051"
"10.1109/MCSoC.2015.41","10.1145/1854273.1854309"
"10.1109/MCSoC.2015.41","10.1145/2541940.2541967"
"10.1109/HPCA53966.2022.00009","10.1145/3317550.3321441"
"10.3390/jlpea12040056","10.1109/ARITH.2019.00023"
"10.3390/jlpea12040056","10.1109/ARITH.2019.00031"
"10.3390/jlpea12040056","10.1109/ARITH.2019.00021"
"10.3390/jlpea12040056","10.1109/JPROC.2017.2761740"
"10.1109/icassp40776.2020.9054326","10.1109/ISCA.2016.13"
"10.1109/icassp40776.2020.9054326","10.1109/ISCA.2016.12"
"10.1109/JPROC.2020.2976475","10.1038/s41586-018-0180-5"
"10.1109/JPROC.2020.2976475","10.1145/3297858.3304049"
"10.1109/JPROC.2020.2976475","10.1109/MICRO.2014.58"
"10.1109/JPROC.2020.2976475","10.1109/ISCA.2016.13"
"10.1109/JPROC.2020.2976475","10.1109/TNANO.2017.2732698"
"10.1109/JPROC.2020.2976475","10.1145/3079856.3080254"
"10.1109/JPROC.2020.2976475","10.1109/JPROC.2017.2761740"
"10.1016/j.neucom.2021.02.030","10.1109/JPROC.2017.2761740"
"10.1109/JPROC.2022.3218057","10.1109/MM.2018.2877839"
"10.1109/JPROC.2022.3218057","10.1109/JPROC.2017.2761740"
"10.1109/JIOT.2022.3191717","10.1145/3079856.3080254"
"10.7717/peerj-cs.880","10.3390/s21134412"
"10.7717/peerj-cs.880","10.1109/MDAT.2021.3063366"
"10.7717/peerj-cs.880","10.1109/hpec43674.2020.9286149"
"10.7717/peerj-cs.880","10.1145/3418498"
"10.1109/icnp49622.2020.9259361","10.1109/JPROC.2019.2921977"
"10.1109/icnp49622.2020.9259361","10.1109/HPCA.2019.00048"
"10.1109/TCAD.2019.2930577","10.1145/2897937.2898003"
"10.3390/s22103841","10.1109/ISCA.2016.42"
"10.3390/s22103841","10.1145/3079856.3080254"
"10.3390/s22103841","10.1109/LSSC.2019.2902738"
"10.3390/s22103841","10.1109/JPROC.2017.2761740"
"10.1109/TCAD.2020.2995347","10.1109/MICRO.2014.58"
"10.1109/TCAD.2020.2995347","10.1109/JPROC.2017.2761740"
"10.1145/3570928","10.1145/3289602.3293915"
"10.1145/3570928","10.1109/FPL.2016.7577308"
"10.1145/3570928","10.1145/3079856.3080221"
"10.1145/3570928","10.1109/TCAD.2019.2930577"
"10.1016/j.sysarc.2022.102507","10.1109/TVLSI.2016.2644279"
"10.1145/3123939.3123982","10.1109/MICRO.2014.58"
"10.1145/3123939.3123982","10.1145/3079856.3080254"
"10.1017/hpl.2023.1","10.1063/5.0047940"
"10.1017/hpl.2023.1","10.1038/s41467-020-20245-6"
"10.3390/s20082322","10.1109/TCAD.2016.2587683"
"10.1109/IPDPSW55747.2022.00012","10.1145/3079856.3080254"
"10.1109/IPDPSW55747.2022.00012","10.1109/IPDPSW.2019.00016"
"10.1109/IPDPSW55747.2022.00012","10.1109/JPROC.2017.2761740"
"10.1109/FCCM53951.2022.9786107","10.1109/JETCAS.2021.3074608"
"10.1109/FCCM53951.2022.9786107","10.1145/3469029"
"10.1109/FCCM53951.2022.9786107","10.1109/FCCM51124.2021.00037"
"10.1109/FCCM53951.2022.9786107","10.1109/TIFS.2021.3106169"
"10.1109/FCCM53951.2022.9786107","10.1145/3020078.3021741"
"10.1109/TCSI.2017.2757036","10.1109/MICRO.2014.58"
"10.1145/3559009.3569670","10.1145/2749469.2750386"
"10.1145/3559009.3569670","10.1145/2541940.2541967"
"10.1145/3559009.3569670","10.1109/MICRO.2014.58"
"10.1145/3559009.3569670","10.1109/TC.2018.2876312"
"10.1007/s11265-020-01632-0","10.1109/TCSI.2017.2757036"
"10.1007/s11265-020-01632-0","10.1109/JPROC.2017.2761740"
"10.1109/MWSCAS47672.2021.9531708","10.1109/JPROC.2017.2761740"
"10.3390/photonics9020075","10.1145/3123939.3123982"
"10.3390/photonics9020075","10.1109/MICRO.2014.58"
"10.3390/photonics9020075","10.1145/3079856.3080254"
"10.3390/photonics9020075","10.1038/s41586-018-0180-5"
"10.3390/photonics9020075","10.1103/PhysRevX.9.021032"
"10.1109/DSD57027.2022.00066","10.1109/MICRO.2014.58"
"10.1145/3579856.3582827","10.1007/978-3-030-81645-2_7"
"10.1145/3579856.3582827","10.1109/TIFS.2021.3106169"
"10.1145/3579856.3582827","10.1109/ACCESS.2020.2988311"
"10.1007/s13042-021-01484-5","10.1016/j.artint.2010.04.018"
"10.1109/TPDS.2021.3079202","10.1109/IPDPS.2016.73"
"10.1109/ACCESS.2022.3214312","10.1109/ACCESS.2020.3022327"
"10.1109/ACCESS.2022.3214312","10.1109/TCAD.2020.3030610"
"10.1109/ACCESS.2022.3214312","10.1109/JPROC.2017.2761740"
"10.1109/JLT.2022.3215590","10.1109/ACCESS.2018.2890150"
"10.1109/ACCESS.2022.3147727","10.1109/TNS.2016.2543203"
"10.1109/ACCESS.2022.3147727","10.1103/PhysRevAccelBeams.21.112802"
"10.1109/ACCESS.2022.3147727","10.1038/s41598-021-82473-0"
"10.1109/ACCESS.2022.3147727","10.1103/PhysRevLett.123.194801"
"10.1109/ACCESS.2022.3147727","10.1103/PhysRevAccelBeams.23.114601"
"10.1145/3194554.3194559","10.1109/MICRO.2014.58"
"10.1145/3194554.3194559","10.1145/3020078.3021741"
"10.1109/JSSC.2018.2880918","10.1109/JSSC.2017.2782087"
"10.1109/JSSC.2018.2880918","10.1109/JPROC.2017.2761740"
"10.1109/ISCAS51556.2021.9401133","10.1109/ISCA45697.2020.00075"
"10.1109/ISCAS51556.2021.9401133","10.1145/3079856.3080254"
"10.1109/dft.2019.8875314","10.1007/s00521-018-3761-1"
"10.1088/1361-6560/ac594d","10.1002/acm2.13411"
"10.1109/JETCAS.2018.2829522","10.1145/2541940.2541967"
"10.1109/JETCAS.2018.2829522","10.1109/JSSC.2017.2782087"
"10.1109/ASAP49362.2020.00032","10.1109/ICFPT47387.2019.00027"
"10.1016/j.sysarc.2022.102604","10.1145/3233300"
"10.1016/j.sysarc.2022.102604","10.1145/3079856.3080254"
"10.1109/LCA.2022.3202016","10.1145/3289602.3293915"
"10.1109/TIFS.2021.3106169","10.1109/JETCAS.2021.3074608"
"10.1109/HPEC49654.2021.9622851","10.1109/HPCA47549.2020.00062"
"10.1109/JSSC.2020.2992886","10.1109/JSSC.2018.2880918"
"10.1109/JSSC.2020.2992886","10.1109/ISCA.2016.13"
"10.1109/JSSC.2020.2992886","10.3389/fnins.2016.00333"
"10.1109/JSSC.2020.2992886","10.1109/JSSC.2018.2867275"
"10.1109/JSSC.2020.2992886","10.1109/LSSC.2019.2934831"
"10.1109/JSSC.2020.2992886","10.1109/JETCAS.2018.2829522"
"10.1109/aicas48895.2020.9073792","10.1145/2744769.2744900"
"10.1109/aicas48895.2020.9073792","10.1109/ISCA.2016.12"
"10.1007/978-3-030-29611-7_1","10.1145/2541940.2541967"
"10.1007/978-3-030-29611-7_1","10.1109/MICRO.2014.58"
"10.1007/978-3-030-29611-7_1","10.1109/ISCA.2016.42"
"10.1007/978-3-030-29611-7_1","10.1109/TCAD.2016.2587683"
"10.1016/j.future.2023.07.002","10.1109/JSSC.2021.3103603"
"10.1016/j.future.2023.07.002","10.1109/HPEC55821.2022.9926331"
"10.1109/FCCM51124.2021.00010","10.1109/ACCESS.2018.2890150"
"10.1109/FCCM51124.2021.00010","10.1109/TCAD.2019.2930577"
"10.1002/mp.16212","10.1016/j.radonc.2020.09.057"
"10.1007/978-3-031-15919-0_5","10.1145/3352460.3358291"
"10.1145/3508352.3561113","10.1109/MICRO50266.2020.00079"
"10.1515/nanoph-2022-0294","10.1145/3297858.3304049"
"10.1515/nanoph-2022-0294","10.1145/2541940.2541967"
"10.1515/nanoph-2022-0294","10.1038/s41586-020-03063-0"
"10.1145/3307650.3322214","10.1109/ISCA.2018.00039"
"10.1145/3307650.3322214","10.1145/3079856.3080254"
"10.1145/3307650.3322214","10.1109/JPROC.2017.2761740"
"10.1109/TNS.2021.3087100","10.1142/S0217751X19300199"
"10.1109/VLSID2022.2022.00038","10.1145/3287624.3288756"
"10.1109/VLSID2022.2022.00038","10.1109/VLSID51830.2021.00060"
"10.1109/VLSID2022.2022.00038","10.1145/3373087.3375306"
"10.1145/3470496.3533044","10.14778/3476311.3476374"
"10.1145/3269985","10.1109/TC.2016.2574353"
"10.1109/TNANO.2023.3269946","10.1109/TCSI.2019.2907488"
"10.1109/TNANO.2023.3269946","10.1109/LSSC.2019.2934831"
"10.1109/TNANO.2023.3269946","10.1109/TCSI.2021.3080042"
"10.1109/TVLSI.2021.3120296","10.1109/JSSC.2018.2880918"
"10.1109/TVLSI.2021.3120296","10.1109/JPROC.2020.2976475"
"10.1109/TVLSI.2021.3120296","10.1109/TCAD.2019.2937817"
"10.1109/JETCAS.2021.3074608","10.1145/3289602.3293915"
"10.1109/JETCAS.2021.3074608","10.1109/JPROC.2017.2761740"
"10.1109/JETCAS.2021.3074608","10.1145/3020078.3021741"
"10.1109/FPL.2019.00033","10.1145/3183351"
"10.1109/FPL.2019.00033","10.1109/ISCA.2016.55"
"10.1145/3603504","10.1145/3529650"
"10.1145/3603504","10.1109/ISCA.2016.13"
"10.1145/3603504","10.1145/3393668"
"10.1145/3603504","10.1109/JPROC.2020.3034117"
"10.1145/3603504","10.1109/ISCA.2016.12"
"10.1109/VLSI-SOC46417.2020.9344086","10.1109/ISCA.2016.12"
"10.1109/ICDCS.2018.00130","10.1145/2996192"
"10.1109/ICDCS.2018.00130","10.1109/ISCA.2016.12"
"10.1103/PhysRevAccelBeams.26.022801","10.1103/PhysRevLett.124.124801"
"10.1103/PhysRevAccelBeams.26.022801","10.1109/TCST.2021.3136133"
"10.1109/TETC.2023.3261748","10.1109/JSSC.2018.2822703"
"10.1016/j.ijar.2023.109039","10.1016/j.knosys.2013.01.027"
"10.1016/j.ijar.2023.109039","10.1016/j.artint.2010.04.018"
"10.1016/j.ijar.2023.109039","10.1016/j.ins.2015.07.052"
"10.1109/TCSI.2021.3122278","10.1002/aisy.202000040"
"10.1109/TCSI.2021.3122278","10.1109/TED.2020.2992435"
"10.1109/iccad45719.2019.8942103","10.1109/TCAD.2016.2587683"
"10.1038/s41598-021-82473-0","10.1103/PhysRevLett.124.124801"
"10.1038/s41598-021-82473-0","10.1103/PhysRevAccelBeams.23.044601"
"10.1038/s41598-021-82473-0","10.1103/PhysRevAccelBeams.21.112802"
"10.1038/s41598-021-82473-0","10.1103/PhysRevLett.123.194801"
"10.1002/acm2.13639","10.1002/mp.14670"
"10.1109/FCCM48280.2020.00027","10.1145/3352460.3358324"
"10.1109/FCCM48280.2020.00027","10.1007/978-3-319-41321-1_11"
"10.1109/TC.2018.2879434","10.1109/MICRO.2014.58"
"10.1109/TC.2018.2879434","10.1145/3079856.3080254"
"10.3390/app11041519","10.1109/TVLSI.2019.2941250"
"10.1145/3418498","10.1145/3297858.3304049"
"10.1145/3418498","10.1109/MICRO.2014.58"
"10.1145/3418498","10.1145/3079856.3080254"
"10.1145/3183351","10.1109/ISCA.2016.55"
"10.1109/TED.2022.3231570","10.1109/JXCDC.2021.3092436"
"10.1109/TED.2022.3231570","10.1109/TED.2021.3111857"
"10.1145/3528425.3529099","10.1145/3318170.3318183"
"10.3390/s23125701","10.1109/JSSC.2017.2712626"
"10.1145/3352460.3358291","10.1145/3123939.3123982"
"10.1145/3352460.3358291","10.1145/3297858.3304049"
"10.1145/3352460.3358291","10.1109/MICRO.2014.58"
"10.1145/3352460.3358291","10.1109/ISCA.2016.13"
"10.1145/3352460.3358291","10.1145/2694344.2694358"
"10.1145/3352460.3358291","10.1145/3079856.3080254"
"10.1145/3352460.3358291","10.1109/ISCA.2016.12"
"10.1145/3508352.3549341","10.1145/3282444"
"10.1002/aisy.202000115","10.1038/s41586-018-0180-5"
"10.1002/aisy.202000115","10.1145/3297858.3304049"
"10.1002/aisy.202000115","10.1002/aisy.201900189"
"10.1002/aisy.202000115","10.1038/s41928-019-0270-x"
"10.1002/aisy.202000115","10.1145/2541940.2541967"
"10.1002/aisy.202000115","10.1109/MICRO.2014.58"
"10.1002/aisy.202000115","10.1109/ISCA.2016.13"
"10.1002/aisy.202000115","10.3389/fnins.2016.00333"
"10.1002/aisy.202000115","10.1038/s41565-020-0655-z"
"10.1002/aisy.202000115","10.1109/ISCA.2016.12"
"10.1109/ISLPED52811.2021.9502492","10.1145/3297858.3304049"
"10.1109/ISLPED52811.2021.9502492","10.1109/ISCA.2016.13"
"10.1109/ISLPED52811.2021.9502492","10.1109/ISCA.2016.12"
"10.1109/ACCESS.2020.3005286","10.1145/3061639.3062259"
"10.1109/TCAD.2020.3013077","10.1145/3352460.3358291"
"10.1109/TCAD.2020.3013077","10.1145/3079856.3080254"
"10.1109/TCAD.2020.3013077","10.1109/TC.2018.2879434"
"10.1109/ACCESS.2021.3098730","10.1109/ACCESS.2020.3005286"
"10.1145/3410463.3414627","10.1109/HPCA.2018.00067"
"10.1145/3410463.3414627","10.1109/ICCD.2017.29"
"10.1145/3410463.3414627","10.1109/MCSoC.2015.41"
"10.1109/HPCA47549.2020.00051","10.1145/2749469.2750386"
"10.1109/HPCA47549.2020.00051","10.1109/MICRO.2014.58"
"10.1109/HPCA47549.2020.00051","10.1109/ISCA.2016.13"
"10.1109/HPCA47549.2020.00051","10.1109/ISCA.2016.41"
"10.1109/HPCA47549.2020.00051","10.1109/ISCA.2016.12"
"10.1109/TC.2021.3056929","10.1109/ISCA.2016.13"
"10.1109/TC.2021.3056929","10.1109/ISCA.2016.41"
"10.1109/TC.2021.3056929","10.1109/ISCA.2016.12"
"10.1109/TC.2021.3056929","10.1109/HPCA47549.2020.00051"
"10.1007/s11227-019-03072-5","10.1145/2541940.2541967"
"10.1109/atsip49331.2020.9231748","10.1109/TCAD.2016.2587683"
"10.1145/3352460.3358305","10.1109/MICRO.2014.58"
"10.1145/3352460.3358305","10.1109/ISCA.2016.13"
"10.1145/3352460.3358305","10.1145/3079856.3080254"
"10.1145/3352460.3358305","10.1109/ISCA.2016.12"
"10.1109/TETC.2021.3050989","10.1109/DSD.2018.00059"
"10.1007/s11265-021-01695-7","10.1109/ASAP49362.2020.00032"
"10.1007/s11265-021-01695-7","10.1109/ICFPT47387.2019.00027"
"10.1145/3470496.3533040","10.1109/ISCA45697.2020.00023"
"10.1145/3470496.3533040","10.1145/2541940.2541967"
"10.1145/3470496.3533040","10.1109/JPROC.2021.3098483"
"10.1145/3470496.3533040","10.1109/ISCA.2016.42"
"10.1145/3470496.3533040","10.1109/hpec43674.2020.9286149"
"10.1016/j.micpro.2023.104845","10.1109/TCAD.2020.2995347"
"10.1109/icecs46596.2019.8964820","10.1109/TC.2018.2876312"
"10.1109/ACCESS.2020.3017211","10.1145/2541940.2541967"
"10.1109/ACCESS.2020.3017211","10.1109/MICRO.2014.58"
"10.1109/ACCESS.2020.3017211","10.1109/TNNLS.2013.2296777"
"10.1109/ACCESS.2020.3017211","10.1109/TNNLS.2017.2665555"
"10.1109/ACCESS.2020.3017211","10.1145/3126908.3126964"
"10.1007/978-3-030-81641-4_15","10.1109/VLSI-SOC46417.2020.9344086"
"10.1007/978-3-030-81641-4_15","10.1109/ISCA.2016.12"
"10.3389/fams.2022.1036711","10.1109/IPDPSW.2019.00092"
"10.1038/s41566-023-01313-x","10.1103/PhysRevX.9.021032"
"10.1038/s41566-023-01313-x","10.1109/HPEC49654.2021.9622867"
"10.1038/s41566-023-01313-x","10.1038/s41565-020-0655-z"
"10.1038/s41566-023-01313-x","10.1038/s41566-020-00754-y"
"10.1038/s41566-023-01313-x","10.1038/s41586-020-03063-0"
"10.1145/3505170.3506731","10.1038/s41586-021-03544-w"
"10.1109/SMARTCOMP52413.2021.00032","10.1016/j.future.2020.06.013"
"10.1109/TNNLS.2021.3138056","10.1109/ISCA.2016.12"
"10.1109/TNNLS.2021.3138056","10.1145/3123939.3123982"
"10.1109/TNNLS.2021.3138056","10.1145/2541940.2541967"
"10.1109/TNNLS.2021.3138056","10.1109/TNANO.2017.2732698"
"10.1109/TNNLS.2021.3138056","10.3390/electronics8010078"
"10.1088/1361-6641/ac31e2","10.1038/s41586-018-0180-5"
"10.1038/s41566-023-01233-w","10.1145/2541940.2541967"
"10.1038/s41566-023-01233-w","10.1103/PhysRevX.9.021032"
"10.1038/s41566-023-01233-w","10.1109/JPROC.2017.2761740"
"10.1038/s41566-023-01233-w","10.1038/s41586-020-03063-0"
"10.1109/HPCA53966.2022.00011","10.1109/FCCM48280.2020.00027"
"10.1109/HPCA53966.2022.00011","10.1145/3352460.3358324"
"10.1109/TED.2020.2992435","10.1109/LED.2016.2622716"
"10.1109/ASAP49362.2020.00018","10.1109/MICRO.2014.58"
"10.1109/HPCA56546.2023.10071024","10.1109/MICRO.2018.00021"
"10.1109/MSN57253.2022.00061","10.1109/ISCA.2018.00039"
"10.1109/MSN57253.2022.00061","10.1109/JSSC.2018.2867275"
"10.1109/MSN57253.2022.00061","10.1038/s41565-020-0655-z"
"10.1109/MSN57253.2022.00061","10.1109/ISCA.2016.12"
"10.1145/3304107","10.1109/ISCA.2016.13"
"10.1145/3304107","10.1109/ISCA.2016.12"
"10.1063/5.0062830","10.1515/nanoph-2016-0139"
"10.1109/ddecs50862.2020.9095658","10.1109/JPROC.2017.2761740"
"10.1109/JETCAS.2022.3171765","10.1109/ISCA.2016.13"
"10.1109/JETCAS.2022.3171765","10.1109/TNNLS.2013.2296777"
"10.1109/JETCAS.2022.3171765","10.1109/ISCA.2016.12"
"10.1109/JETCAS.2022.3171765","10.1145/3297858.3304049"
"10.1109/JETCAS.2022.3171765","10.1109/ISCA.2016.12"
"10.1109/TCSI.2019.2907488","10.1109/MICRO.2014.58"
"10.1109/TCSI.2019.2907488","10.1109/JSSC.2018.2867275"
"10.1109/TCSI.2019.2907488","10.1109/ISCA.2016.12"
"10.1109/JPROC.2017.2761740","10.1145/2541940.2541967"
"10.1109/JPROC.2017.2761740","10.1109/MICRO.2014.58"
"10.1109/JPROC.2017.2761740","10.1109/ISCA.2016.13"
"10.1109/JPROC.2017.2761740","10.1109/ISCA.2016.41"
"10.1109/JPROC.2017.2761740","10.1109/ISCA.2016.12"
"10.1109/TNNLS.2018.2815085","10.1109/MICRO.2014.58"
"10.1109/TNNLS.2018.2815085","10.1109/FPL.2016.7577308"
"10.1109/TCAD.2021.3058317","10.1016/j.sysarc.2019.01.007"
"10.1109/TCAD.2021.3058317","10.1109/ASAP54787.2022.00023"
"10.1109/TCAD.2021.3058317","10.1109/TCAD.2016.2587683"
"10.1109/TCAD.2021.3058317","10.1109/HPCA47549.2020.00062"
"10.1145/3423136","10.1109/MICRO.2014.58"
"10.1145/3423136","10.1145/2902961.2902986"
"10.1145/3423136","10.1145/3358699"
"10.1145/3423136","10.1145/3020078.3021741"
"10.1145/3423136","10.1145/3316781.3317739"
"10.3390/s23115344","10.1109/ACCESS.2018.2849572"
"10.1002/aisy.202000040","10.1038/s41586-018-0180-5"
"10.1002/aisy.202000040","10.1038/s41928-019-0270-x"
"10.1002/aisy.202000040","10.1109/ISCA.2016.13"
"10.1002/aisy.202000040","10.1126/science.aaw5581"
"10.1002/aisy.202000040","10.1002/adma.201604310"
"10.1002/aisy.202000040","10.3389/fnins.2016.00333"
"10.1002/aisy.202000040","10.1021/nl904092h"
"10.1002/aisy.202000040","10.1109/TED.2019.2894273"
"10.1002/aisy.202000040","10.1109/essderc.2019.8901818"
"10.1002/aisy.202000040","10.1007/978-3-319-41321-1_11"
"10.1016/j.mejo.2021.105250","10.1145/2541940.2541967"
"10.1016/j.mejo.2021.105250","10.1109/MICRO.2014.58"
"10.1016/j.mejo.2021.105250","10.1145/2694344.2694358"
"10.1109/ICCE-Berlin50680.2020.9352153","10.1109/TNNLS.2013.2296777"
"10.1109/ICCE-Berlin50680.2020.9352153","10.1109/HPCA.2019.00048"
"10.1109/VLSI-TSA/VLSI-DAT57221.2023.10134272","10.1109/ISCA.2016.12"
"10.1109/TPDS.2021.3136457","10.1145/3020078.3021741"
"10.1109/TPDS.2021.3136457","10.1109/ScalA49573.2019.00008"
"10.1109/TPDS.2021.3136457","10.1145/3317550.3321441"
"10.1109/ACCESS.2019.2916338","10.1109/TCSI.2016.2529279"
"10.1109/ACCESS.2019.2916338","10.1109/TC.2016.2574353"
"10.3389/fphy.2022.960963","10.1016/j.nima.2020.164652"
"10.3389/fphy.2022.960963","10.1103/PhysRevAccelBeams.23.044601"
"10.3389/fphy.2022.960963","10.3389/fphy.2022.875889"
"10.1109/TVLSI.2021.3063543","10.3389/fnins.2016.00333"
"10.1109/TVLSI.2021.3063543","10.1147/JRD.2019.2947011"
"10.1109/TVLSI.2021.3063543","10.1109/TCAD.2020.3043731"
"10.1109/TVLSI.2021.3063543","10.1145/2627369.2627625"
"10.1109/TVLSI.2021.3063543","10.1109/TCAD.2017.2729466"
"10.1002/cpe.7810","10.1145/3318170.3318183"
"10.1145/3352460.3358280","10.1145/2541940.2541967"
"10.1145/3352460.3358280","10.1145/3126908.3126964"
"10.1145/3352460.3358280","10.1145/3079856.3080254"
"10.1145/3352460.3358280","10.1109/ISCA.2016.12"
"10.1145/3352460.3358280","10.1109/FCCM.2017.47"
"10.1109/TWC.2022.3162868","10.1109/TWC.2019.2946245"
"10.1109/H2RC54759.2021.00010","10.1109/ICCD.2018.00060"
"10.1145/3400302.3416344","10.1109/JSSC.2018.2867275"
"10.1145/3400302.3416344","10.1109/JSSC.2017.2782087"
"10.1145/3400302.3415680","10.1145/3126908.3126964"
"10.1145/3400302.3415680","10.1109/JPROC.2017.2761740"
"10.1016/j.ins.2015.07.052","10.1016/j.knosys.2013.01.027"
"10.1016/j.ins.2015.07.052","10.1016/j.patcog.2011.02.020"
"10.1016/j.ins.2015.07.052","10.1016/j.artint.2010.04.018"
"10.1109/TC.2018.2876312","10.1145/2541940.2541967"
"10.1109/TC.2018.2876312","10.1109/ISCA.2016.41"
"10.1109/TC.2018.2876312","10.1109/TC.2016.2574353"
"10.1109/TVLSI.2022.3218021","10.1109/TCSVT.2021.3059229"
"10.1038/s41586-018-0180-5","10.1002/adma.201604310"
"10.1038/s41586-018-0180-5","10.3389/fnins.2016.00333"
"10.3390/electronics8010078","10.1109/JPROC.2017.2761740"
"10.3390/electronics8010078","10.1145/3020078.3021741"
"10.1109/HiPC56025.2022.00038","10.1145/3352460.3358324"
"10.1109/ISOCC56007.2022.10031458","10.1038/s41928-021-00646-1"
"10.1109/ISOCC56007.2022.10031458","10.1039/c9nr08979a"
"10.1038/s43588-021-00184-y","10.1002/aisy.202000191"
"10.1038/s43588-021-00184-y","10.1088/1361-6463/aaf784"
"10.1038/s43588-021-00184-y","10.1016/j.bica.2016.11.002"
"10.1038/s43588-021-00184-y","10.1021/nl904092h"
"10.1038/s43588-021-00184-y","10.3389/fnins.2020.00119"
"10.1038/s43588-021-00184-y","10.1088/1361-6463/aade3f"
"10.1038/s43588-021-00184-y","10.1109/TBCAS.2017.2759700"
"10.1038/s43588-021-00184-y","10.1021/acsnano.8b01282"
"10.1038/s43588-021-00184-y","10.3389/fnins.2017.00682"
"10.1038/s43588-021-00184-y","10.1038/s42256-021-00311-4"
"10.1038/s43588-021-00184-y","10.1162/neco_a_01086"
"10.1109/SUM57928.2023.10224393","10.1109/TNNLS.2013.2296777"
"10.1109/SUM57928.2023.10224393","10.1021/nl904092h"
"10.1109/SUM57928.2023.10224393","10.1016/S0893-6080(97)00011-7"
"10.1088/2634-4386/ace991","10.1088/2634-4386/accd8f"
"10.1016/j.vlsi.2017.11.001","10.1145/1854273.1854309"
"10.1016/j.vlsi.2017.11.001","10.1145/2541940.2541967"
"10.1016/j.vlsi.2017.11.001","10.1109/MICRO.2014.58"
"10.1016/j.vlsi.2017.11.001","10.1109/ISCA.2016.13"
"10.1016/j.vlsi.2017.11.001","10.1109/TCSI.2016.2529279"
"10.1016/j.vlsi.2017.11.001","10.1145/2601069"
"10.1016/j.vlsi.2017.11.001","10.1109/JPROC.2017.2761740"
"10.1016/j.vlsi.2017.11.001","10.1145/2744769.2744795"
"10.1002/adfm.202303879","10.1039/d1nh00481f"
"10.1002/adfm.202303879","10.1021/acsnano.0c08921"
"10.1002/adfm.202303879","10.1038/s41586-021-03453-y"
"10.1002/adfm.202303879","10.1038/s41467-022-29456-5"
"10.1002/adfm.202303879","10.1002/advs.202202123"
"10.1002/adfm.202303879","10.1016/j.nanoen.2022.107171"
"10.1002/adfm.202303879","10.1038/s42254-020-0208-2"
"10.1002/adfm.202303879","10.1038/s41565-020-0655-z"
"10.1002/adfm.202303879","10.1016/j.mtphys.2021.100393"
"10.1002/adfm.202303879","10.1002/smll.202201111"
"10.1002/adfm.202303879","10.1038/s41565-019-0501-3"
"10.1109/IRPS48203.2023.10118164","10.1088/1674-4926/42/1/013101"
"10.1109/IRPS48203.2023.10118164","10.1109/JEDS.2019.2943017"
"10.7498/aps.71.20220111","10.1021/acsnano.0c08921"
