"paper_id","category","year","keywords","cited_by"
"10.1109/DAC56929.2023.10247845","EdgeML",2023,"systems emerging learning growth software transceivers enable recognition analytics deployments","0"
"10.1109/5GWF52925.2021.00054","EdgeML",2021,"offloading learning autonomous network networks effect computing implementation experiment field","0"
"10.1109/MDAT.2021.3069952","EdgeML",2021,"challenges introduction intelligence work survey special computing increasingly opportunities systems","1"
"10.1007/s00521-021-06283-1","EdgeML",2022,"computing identify recognition especially construction development networks resulting locations information","0"
"10.1177/15330338231195025","EdgeML",2023,"aspects improving developments learning cutting particular applications intelligence attention","0"
"10.1109/TNSE.2021.3067454","EdgeML",2022,"learning objectives objective optimization solution proposed modeling differences utilized technique","0"
"10.1109/MWC.011.2100061","EdgeML",2021,"strategies computing resources knowledge learning computation applications intensive promising environmental","0"
"10.1109/IoTaIS50849.2021.9359701","EdgeML",2021,"context control depending continuously dependencies demonstrate actions measure preprocessed support","0"
"10.1109/MILCOM55135.2022.10017957","EdgeML",2022,"conditions allocation inference execution computational constrained processing resources networks order","1"
"10.1109/ICCC54292.2022.9805918","EdgeML",2022,"industrial automation manufacturing processes revolution inference computing equipments interest learning","0"
"10.1007/978-981-15-0146-3_123","EdgeML",2020,"processing architecture edge faster learning devices device limited data computing","0"
"10.1109/ICUFN55119.2022.9829714","EdgeML",2022,"integration limitations classification providing control network limiting context identifiers communication","0"
"10.1016/j.precisioneng.2021.07.019","EdgeML",2021,"condition signals milling methods learning monitoring emission based determined edge","1"
"10.1145/3300061.3355630","EdgeML",2019,"computing facilitate research analytics workshop","0"
"10.1016/j.comnet.2021.108019","EdgeML",2021,"computing related consumption evolution networking technologies services wireless especially applications","3"
"10.1145/3581759","EdgeML",2023,"computing approaches devices intelligence learning implementations larger intensity connected perform","0"
"10.3390/s20092638","EdgeML",2020,"performance framework training datasets target devices different microcontrollers presents inferences","8"
"10.1109/ACCESS.2021.3066559","EdgeML",2021,"allocation dynamic framework consumption strategies knowledge inference exploring strategy continuous","2"
"10.1016/j.ijleo.2016.05.108","EdgeML",2016,"proposed traditional illumination evaluation printing result difference estimation method illuminant","0"
"10.1109/aicas48895.2020.9073802","EdgeML",2020,"federated centralized parameters transmission proposed propose learning system extreme preserve","0"
"10.1109/ICPADS56603.2022.00109","EdgeML",2022,"learning performance requirement different technologies systems current deployment industry increase","0"
"10.3390/app12189124","EdgeML",2022,"computational learning practice communication allowing technologies opportunities technique model distributed","1"
"10.1109/MCOM.001.1900594","EdgeML",2020,"collaborative framework learning performance providers network promising preserve data computation","0"
"10.1145/3213344.3213351","EdgeML",2018,"learning devices modalities sensing process extensively matching inferences multitude contexts","0"
"10.1109/INFOCOMWKSHPS54753.2022.9798212","EdgeML",2022,"learning parameters methods applications adaptive techniques localities contamination objectives identifying","0"
"10.1109/ISCC55528.2022.9912968","EdgeML",2022,"computing applications management industrial including importance resources network limited devices","0"
"10.1117/1.JMM.21.4.043203","EdgeML",2022,"learning solution technology framework models computational discussion segmentation model nm","0"
"10.1109/MNET.011.2000296","EdgeML",2021,"computing systems methodologies learning developing implementing development centralized generated massive","0"
"10.1016/j.future.2023.03.010","EdgeML",2023,"computing development combining artificial intelligence consumption insufficient security limited protection","0"
"10.1109/TPDS.2022.3146253","EdgeML",2022,"communication learning convergence functions computing forming interest growing computational unstable","0"
"10.1016/j.jksuci.2021.11.019","EdgeML",2022,"present learning systems technological existing indispensable domain computing constrained presents","9"
"10.1109/icbda.2019.8713237","EdgeML",2019,"mutation detection network simulation system alibaba study built computing architecture","0"
"10.1016/j.simpat.2022.102685","EdgeML",2023,"learning computing architecture systems process solutions technological advancements increasingly technology","1"
"10.1109/CLOUD55607.2022.00069","EdgeML",2022,"applications systems computing concurrent constraints completion objectives continuous powered i.e.","0"
"10.1109/TSM.2020.3042803","EdgeML",2021,"learning models model placement continuously manufacturing control technology traditional consuming","1"
"10.1109/SEC54971.2022.00015","EdgeML",2022,"learning federated parameters system computation communication model iteration proposed algorithm","0"
"10.1109/TSC.2020.3004627","EdgeML",2022,"preservation learning medical individual development users computing transmission frequently service","0"
"10.1007/978-1-4939-7717-8_11","EdgeML",2018,"learning biological application understanding underlying knowledge transform especially potential biomedical","0"
"10.1109/WCNC51071.2022.9771904","EdgeML",2022,"performance communication training learning aggregation inter effective solutions preserving approach","1"
"10.3390/electronics11142239","EdgeML",2022,"processing technologies information approaches multimedia advancements environments particularly centralized distributes","0"
"10.23919/icact.2019.8701939","EdgeML",2019,"technologies computing technology monitoring applications reliability control system network proposes","0"
"10.1109/JSAC.2019.2904348","EdgeML",2019,"learning centralized data applications including networking technologies network classification prediction","76"
"10.1007/s10586-023-04100-z","EdgeML",2023,"applications computing offloading learning increasing necessary data addition mobility consumption","0"
"10.3390/app12136617","EdgeML",2022,"networks computing applications generation requirements multiple enabling communication connectivity processing","1"
"10.1109/globecom38437.2019.9013295","EdgeML",2019,"existing approaches virtualization function connections processing infrastructure platforms scalable requires","0"
"10.1109/ACCESS.2021.3122100","EdgeML",2021,"embedding classification prediction significantly learning representation embeddings constraints model supervision","1"
"10.3390/mi12010073","EdgeML",2021,"detection processing contrast processed treated non developing vision challenges field","0"
"10.1109/RTCSA55878.2022.00021","EdgeML",2022,"application execution applications performance communication framework computation preserving transportation gradually","0"
"10.1109/MDAT.2020.2977070","EdgeML",2020,"monitoring awareness wearable enable discusses notion multimodal consumption lower performance","0"
"10.1109/TWC.2022.3197809","EdgeML",2023,"collection architecture applications development network emerging technique structured performance factors","0"
"10.1145/3489525.3511694","EdgeML",2022,"applications internet facilitating experience changing precision reality demanding resource execution","0"
"10.1109/INFOCOM42981.2021.9488817","EdgeML",2021,"computing efficient adaptively constraints learning training locally processed generated leveraging","2"
"10.1007/s10586-023-04030-w","EdgeML",2023,"consumption environment placement computing existing reinforcement resulting increased performance effective","0"
"10.1109/ETFA45728.2021.9613231","EdgeML",2021,"sustainable production compensation thermal promotes adaptive enabling control approaches required","0"
"10.1109/TETC.2021.3104632","EdgeML",2022,"learning concept filtering computing provided leverage analytics setting concerned previous","0"
"10.1145/3301418.3313946","EdgeML",2019,"computing applications capabilities inference performance platforms cognitive enabler interactive actually","1"
"10.1109/MNET.001.1800479","EdgeML",2019,"detection architecture critical intrusion industrial system development substantially interaction considering","2"
"10.1109/EDGE60047.2023.00063","EdgeML",2023,"security devices learning connectivity omnipresent level use especially connected common","0"
"10.1145/3522783.3529521","EdgeML",2022,"devices models environment training demonstrate computation inference data systems typical","1"
"10.1109/TMC.2020.2999852","EdgeML",2021,"networks controllers applications deployments stations mobility generation cellular enable advanced","1"
"10.1145/3240765.3270589","EdgeML",2018,"specifically component management application finance network proprietary devices experience learning","0"
"10.1109/ICASSP39728.2021.9414832","EdgeML",2021,"efficient strategy federated allocation dynamic performance information collecting processed stochastic","0"
"10.1109/DAC56929.2023.10247694","EdgeML",2023,"models efficiency learning foundation improving solutions processing vision natural computation","0"
"10.1109/TNSM.2022.3153279","EdgeML",2022,"distribution management reliability systems adaptations considering prediction reinforcement requirements appropriate","0"
"10.1002/maco.202012134","EdgeML",2021,"structures critical segmentation deterministic detection computational simulations element scaling restricted","0"
"10.1109/ACCESS.2021.3111053","EdgeML",2021,"approach detection efficient experiments virtualization connectivity transformed environments multitude computing","0"
"10.1016/j.jpdc.2023.05.001","EdgeML",2023,"computational particular based performance implementing practical detection intrusion approach considering","1"
"10.1109/TMC.2022.3154644","EdgeML",2023,"existing training learning fluctuations solutions accuracy collaboratively model distributed","0"
"10.1016/j.pmcj.2023.101804","EdgeML",2023,"considering computing environments intelligence increasing leading centralized generated scalability drawbacks","0"
"10.1145/3318216.3363319","EdgeML",2019,"network performance environment constantly operators continues looking compromising overall operation","0"
"10.1109/ACCESS.2022.3140719","EdgeML",2022,"networks reinforcement optimization complexity approaches caching coexisting increase experience massive","0"
"10.1109/ACCESS.2023.3263391","EdgeML",2023,"compression compressed data techniques models increasing companies extract value especially","0"
"10.1002/itl2.355","EdgeML",2022,"prediction management computational capability adaptive application possible technologies architecture growth","1"
"10.1117/12.2536406","EdgeML",2019,"recognizing detecting graphical interface computer fundamental process automation business problem","0"
"10.1007/s10723-023-09697-4","EdgeML",2023,"segmentation vision learning field recognition information problem key understanding operations","0"
"10.1109/ICWS.2019.00040","EdgeML",2019,"systems requirements computing architecture distributed optimization prediction environments simultaneous networked","3"
"10.1504/IJWGS.2021.118395","EdgeML",2021,"data computing different important paradigm internet iot things increasing applications","0"
"10.1109/CSE57773.2022.00011","EdgeML",2022,"inference approach iterative demonstrate learning method complexity programming advantage improve","0"
"10.1007/978-3-319-93701-4_54","EdgeML",2018,"concept constantly development solutions growing observe learning intelligence improve smartness","0"
"10.1109/ACCESS.2023.3262945","EdgeML",2023,"environments computing learning communication experimental system centralized network model maintaining","0"
"10.1016/j.iot.2023.100729","EdgeML",2023,"applications evaluation learning performance expanding systems techniques intelligence communications technologies","0"
"10.1109/LANMAN54755.2022.9820006","EdgeML",2022,"model testbed testing available including testbeds prototypes detecting learning illustrates","0"
"10.3390/computers12020023","EdgeML",2023,"computation inference measurement system developed communication miniaturization technological massively relative","0"
"10.1145/3239576.3239612","EdgeML",2018,"incremental learning model traditional processing relevance proposed based existing function","0"
"10.1016/j.future.2020.06.013","EdgeML",2020,"classification computational applications potential optimization control executing centric computation complex","4"
"10.1007/978-3-030-00232-9_65","EdgeML",2019,"manufacturing dynamically developments resources techniques computing execution intelligence solutions allocation","0"
"10.1109/ACCESS.2023.3263483","EdgeML",2023,"cellular resources variance experiments orchestration centric architecture station allowing mobility","0"
"10.1109/TII.2021.3110808","EdgeML",2022,"prediction verification results integrated systems industrial system services considerable protection","0"
"10.1109/IC2E52221.2021.00034","EdgeML",2021,"environments combination infrastructure operations artificial technologies computing enable applications emerging","1"
"10.1109/tsp.2020.2983166","EdgeML",2019,"developed stochastic communication normalized quantized computation resources leverage learning network","0"
"10.1109/ISPDC.2019.000-4","EdgeML",2019,"contextual evaluation underlying distribution environments methodology consideration scheduling proposed network","0"
"10.1109/LGRS.2019.2951800","EdgeML",2020,"classification distributions representativeness relations acquisition integrating constraints investigated advantages spatial","1"
"10.1109/infocom.2018.8486403","EdgeML",2018,"learning centralized data including applications networking technologies network classification prediction","0"
"10.1109/ACCESS.2021.3093382","EdgeML",2021,"devices learning approach training device cooperative federated detection model prediction","0"
"10.1587/transinf.2022PAP0001","EdgeML",2022,"computing learning inference convergence requirements communication providing environment gaining implement","0"
"10.1109/icc40277.2020.9148872","EdgeML",2020,"communication proposed allocation solution computation generate devices process intelligence learning","1"
"10.1109/LMWC.2021.3062456","EdgeML",2021,"responses proposed simulations transient order method training model characteristics nonlinear","0"
"10.1007/978-3-030-01520-6_4","EdgeML",2019,"recognition segmentation discontinuity detection operation identification function execution separate facilitate","0"
"10.1016/j.compeleceng.2023.108760","EdgeML",2023,"developed detection device framework present industrial predictive systems artificial implemented","0"
"10.1109/ISVLSI59464.2023.10238535","EdgeML",2023,"performance inference reliability processors parallel computing incorporating processing demonstrated efficiency","0"
"10.32604/cmes.2023.027173","EdgeML",2023,"proposed models technology computing framework experimental worldwide modern healthcare lack","0"
"10.1109/INDIN51773.2022.9976095","EdgeML",2022,"conditions simulate process learning system functionality complex systems increasingly control","0"
"10.3390/s23031119","EdgeML",2023,"network resonance magnetic magnetometry optically detected learning sensor machine device","0"
"10.11999/JEIT190595","EdgeML",2020,"prediction convolutional simulation automatically discriminate expression ability dimensional large network","0"
"10.1109/TWC.2020.3010522","EdgeML",2020,"learning allocation optimization communication computational considerable generate process intelligence empower","4"
"10.1109/TMC.2021.3096846","EdgeML",2023,"constraints computing learning dynamics solutions completion models data federated critical","2"
"10.3390/s22062150","EdgeML",2022,"existing computing unpredictable detection constrained misclassification desirable variants present appending","0"
"10.1117/12.2297348","EdgeML",2018,"learning innovation process control adoption available tools dependent mainly current","1"
"10.1145/3477314.3507322","EdgeML",2022,"models architecture computing distributed centralized baseline generation networks communication","1"
"10.14778/3570690.3570692","EdgeML",2022,"increasingly inference deployment network learning computing existing complex infrastructure typically","0"
"10.1016/j.iot.2022.100674","EdgeML",2023,"computing management environments solutions based learning promising reinforcement techniques challenging","3"
"10.1016/j.compeleceng.2022.107818","EdgeML",2022,"learning data privacy security ensure consideration important improve provides overview","0"
"10.1109/JSTSP.2022.3221681","EdgeML",2023,"communication model server generated instance transmission distributed federated computational resources","0"
"10.1109/CIC56439.2022.00012","EdgeML",2022,"research challenges protection involving distributed enhanced learning promoting innovations extensive","0"
"10.1145/3464419","EdgeML",2021,"demonstrated organizations fundamentally altering interact communication centralized frameworks significant different","0"
"10.1016/j.procs.2021.02.026","EdgeML",2021,"processing allocation data industrial locally computing development manufacturing framework respectively","0"
"10.1109/MSP.2021.3125282","EdgeML",2022,"learning devices centralized largely availability dramatic success considerations vehicles sensors","1"
"10.1109/tsp.2019.8768885","EdgeML",2019,"methods evaluating statistical identifying applicability geographically developed locations educational covering","0"
"10.1117/12.2526661","EdgeML",2019,"critical operational operations integrate militarily evolving concepts capabilities artificial vision","0"
"10.1117/12.2297347","EdgeML",2018,"analysis formulations development key new present approach pattern learning estimation","0"
"10.3390/met12111799","EdgeML",2022,"strain expansion cracking learning models determined fracture regression gaussian","0"
"10.1016/j.comnet.2022.109432","EdgeML",2022,"computing communication generation networks resources constrained placement leverage judiciously i.e.","0"
"10.1145/3425662","EdgeML",2022,"computing training network federated learning computational relatively evolution enterprises augmentation","0"
"10.1109/CVPRW50498.2020.00011","EdgeML",2020,"learning framework data efficiency systems vision computer process automate analytical","0"
"10.1109/ICDCS51616.2021.00013","EdgeML",2021,"learning optimization mechanisms consumption respectively network emerging distributed incentivize","0"
"10.1145/3318464.3386137","EdgeML",2020,"learning present subsystem element competitive gaining companies eliminating provenance analytical","0"
"10.1016/j.comnet.2023.109807","EdgeML",2023,"communication algorithms artificial networks computer ml innovation technologies innovative methodologies","0"
"10.1109/AICAS54282.2022.9870001","EdgeML",2022,"neurological learning tuning particularly efficient disorders variations biomarkers cases patient","0"
"10.1109/TPDS.2020.2970047","EdgeML",2020,"distributed computation learning graph machine synchronous efficient programming optimization consistency","1"
"10.1109/ICDCS.2019.00148","EdgeML",2019,"inference connected forming approaches significant artificial network representation partition knowledge","3"
"10.1145/3394486.3406479","EdgeML",2020,"learning devices generated explosion data nowadays edge connected specifically internet","0"
"10.1109/ISQED54688.2022.9806150","EdgeML",2022,"computing detection potential cities growth emerged impact importance advanced greater","0"
"10.1109/TNET.2022.3189077","EdgeML",2023,"approach information traditional learning network reducing possible logical instead desired","0"
"10.1109/ISCAS46773.2023.10181740","EdgeML",2023,"computing environment adaptive performance imperative systems generated heterogeneous degradation concept","0"
"10.1016/j.jpdc.2020.03.006","EdgeML",2020,"performance predictions workloads services heterogeneous provide virtual effectively appropriate configuration","1"
"10.1109/NEWCAS50681.2021.9462787","EdgeML",2021,"recognition processing system systems expressions platforms commonly computational complexity underlying","0"
"10.1109/COMST.2023.3239579","EdgeML",2023,"computing federated approaches capability services requirements federation research offloading optimization","0"
"10.1049/iet-cvi.2015.0309","EdgeML",2015,"","0"
"10.1016/j.procs.2021.03.053","EdgeML",2021,"learning network data processing reasoning centralized federated development generated large","0"
"10.1016/j.eswa.2022.118641","EdgeML",2023,"intrusion resources enterprise environments systems network detection expertly computational employment","1"
"10.1109/IPDPSW52791.2021.00130","EdgeML",2021,"applications continuum abstraction infrastructures management processing requirements performance abstractions resources","0"
"10.1109/JRFID.2022.3185804","EdgeML",2022,"movements recognition technology interact change gesture existing typically limitations consumption","0"
"10.1109/TII.2021.3097131","EdgeML",2022,"services processing effective transmissions information continuous insufficient increase results framework","0"
"10.1145/3453142.3491286","EdgeML",2021,"learning computing system constrained distributed models resource environments existing suitable","0"
"10.1145/3357223.3362708","EdgeML",2019,"applications data systems model edge technologies computing requirements emerging learning","2"
"10.1109/WCNC51071.2022.9771769","EdgeML",2022,"computing reinforcement baseline communications maneuverability agility facilities experience important quality","0"
"10.1109/ICOIN53446.2022.9687156","EdgeML",2022,"prediction occurrences particular framework complete proposed implementation particularly regulation populations","0"
"10.1109/MNET.001.1800510","EdgeML",2019,"computing framework intelligence incorporating operations technologies industrial manufacturing typically","7"
"10.1109/ISOCC53507.2021.9613916","EdgeML",2021,"device typically limited model framework significant reinforcement areas achieved success","0"
"10.1016/j.aime.2022.100074","EdgeML",2022,"computing internal quality prediction increasingly solutions frequency optimization approaches monitoring","1"
"10.1016/j.future.2020.08.037","EdgeML",2021,"computing calculations collaborative cooperate alternating direction coordination distributed increases pressure","3"
"10.1145/3278721.3278778","EdgeML",2018,"techniques services devices challenges applications emerging learning pressing challenging personal","1"
"10.1109/TII.2020.2963962","EdgeML",2021,"learning authentication industrial proposed based attacks scheme temporal responses identify","0"
"10.1109/EDPC53547.2021.9684194","EdgeML",2021,"microservice production reliable communication architecture technologies potentials learning driven accumulation","0"
"10.1007/s00500-023-08712-w","EdgeML",2023,"relocation recognition learning teaching efficiency detection orthogonal level obtained positioning","0"
"10.1109/JIOT.2023.3268771","EdgeML",2023,"computing training deployment environment ability processes conditions manufacturing changing devices","0"
"10.1088/2515-7639/aaf26d","EdgeML",2019,"microstructure magnetization switching learning field position characteristics structured importance determining","0"
"10.1186/s42400-021-00092-8","EdgeML",2021,"models research processing developing providers increasingly scalable sensitive compromises access","0"
"10.1109/ICIIBMS50712.2020.9336200","EdgeML",2020,"recognition processing technology vision learning especially boundaries information difficulty identify","0"
"10.1109/spawc.2019.8815498","EdgeML",2019,"communication retransmission learning importance relation promising framework network support computing","0"
"10.1109/MNET.001.1800505","EdgeML",2019,"cognitive adaptive dynamic integrated manufacturing feature notable industry technology applications","0"
"10.1109/LCOMM.2019.2922658","EdgeML",2019,"processor learning communication device connected channel classification regression stochastic training","4"
"10.1109/ICAPAI58366.2023.10194095","EdgeML",2023,"predictions model local challenging caching intelligent work problem technique federated","0"
"10.1587/transfun.E97.A.2373","EdgeML",2014,"prediction method construction extraction parameter planarization interconnection mechanical enabling interconnect","0"
"10.1016/j.cirp.2020.04.100","EdgeML",2020,"rotating cutting identify monitoring systems control reliable mitigating sensing vibration","0"
"10.1016/j.compeleceng.2023.108741","EdgeML",2023,"transcoding different estimator network time dataset resolutions conditions variable bitrate","0"
"10.1016/j.jnca.2022.103558","EdgeML",2023,"challenges techniques computing related performance networking processing network rising partially","0"
"10.1088/1741-4326/ab4123","EdgeML",2019,"properties reconstruction calculation learning components confinement contain magnetic approaches automatically","0"
"10.1007/978-3-030-60884-2_6","EdgeML",2020,"particular resources application interpretation possible applications providing limitations processing difficulties","0"
"10.1504/IJBM.2022.124677","EdgeML",2022,"recognition expression unspecified features usually complete proposed learning method expressions","0"
"10.1109/ICDCS47774.2020.00062","EdgeML",2020,"computation communication computing complexity context dimensional centers fundamental capability reduction","1"
"10.1109/ACCESS.2020.3020066","EdgeML",2020,"performance variation transistor model proposed correlation computing direction current","0"
"10.1109/TPDS.2022.3144595","EdgeML",2022,"computation communication computing context dimensional centers fundamental capability quantization reduction","0"
"10.1109/TCCN.2021.3127563","EdgeML",2021,"computing practical contributions realization collaborative fundamental communication objective submissions publication","0"
"10.1142/s0218213015400187","EdgeML",2015,"approach dynamic programming applied classifier combinations typically extraction regions segmenting","0"
"10.1109/ISCSIC54682.2021.00038","EdgeML",2021,"quality computing especially regular learning called people classifications collecting applications","0"
"10.1109/TMC.2022.3149584","EdgeML",2023,"aggregation computing learning frequencies synchronization training performance devices convergence","0"
"10.1007/978-3-030-30493-5_62","EdgeML",2019,"similarity experiments svm generating classification predefined created defined spaces based","0"
"10.1109/VTC2022-Fall57202.2022.10012836","EdgeML",2022,"recognition intrusion detection applications artificial making extensively intelligence application fields","0"
"10.1007/978-3-030-49932-7_104","EdgeML",2021,"network approach architecture applications computing compared improving experience centers","0"
"10.1109/ACCESS.2023.3237074","EdgeML",2023,"detection processes industrial maintenance threatening present techniques emission system based","0"
