,paper_id,keyword
187,10.1145/2954679.2872417,cortical architecture;
188,10.1145/2954679.2872417,system-on-chip
189,10.1145/2954679.2872417,dark silicon
190,10.1145/2954679.2872417,non-volatile memory
191,10.1145/2954679.2872417,neuromorphic
192,10.1145/2954679.2872417,co-processors and accelerators
193,10.1080/14686996.2022.2152290,Artificial intelligence
194,10.1080/14686996.2022.2152290,neuromorphic computing
195,10.1080/14686996.2022.2152290,three-terminal
196,10.1080/14686996.2022.2152290,neuromorphic transistor
197,10.1080/14686996.2022.2152290,artificial perception systems
198,10.1080/14686996.2022.2152290,ID MEMORY
199,10.1080/14686996.2022.2152290,SYNAPSE
200,10.1080/14686996.2022.2152290,DEVICE
201,10.1080/14686996.2022.2152290,CELLS
202,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",Memristor
203,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",Synaptic transistor
204,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",Neuromorphic computing
205,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",Human machine
206,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",intelligence
207,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",Artificial intelligence
208,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",ID RESISTIVE SWITCHING MEMORY
209,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",NEGATIVE DIFFERENTIAL RESISTANCE
210,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",LONG-TERM
211,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",POTENTIATION
212,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",PHASE-CHANGE MATERIALS
213,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",ELECTRONIC SYNAPSES
214,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",MEMRISTOR
215,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",EMULATOR
216,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",NONVOLATILE MEMORY
217,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",SPICE MODELS
218,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",THIN-FILMS
219,"['10.1016/j.mtphys.2021.100393', 'EA MAR 2021']",TRANSISTOR
220,10.1088/2634-4386/ac4a84,2D organic crystals
221,10.1088/2634-4386/ac4a84,transistors
222,10.1088/2634-4386/ac4a84,optoelectronic synapses
223,10.1088/2634-4386/ac4a84,neuromorphic
224,10.1088/2634-4386/ac4a84,computing
225,10.1088/2634-4386/ac4a84,ID FIELD-EFFECT TRANSISTORS
226,10.1088/2634-4386/ac4a84,CONJUGATED POLYMER-FILMS
227,10.1088/2634-4386/ac4a84,HIGH-PERFORMANCE;
228,10.1088/2634-4386/ac4a84,HIGH-MOBILITY
229,10.1088/2634-4386/ac4a84,LOW-VOLTAGE
230,10.1088/2634-4386/ac4a84,CHARGE-TRANSPORT
231,10.1088/2634-4386/ac4a84,SEMICONDUCTOR CRYSTALS;
232,10.1088/2634-4386/ac4a84,MOLECULAR-CRYSTALS
233,10.1088/2634-4386/ac4a84,ULTRATHIN-FILM
234,10.1088/2634-4386/ac4a84,MONOLAYER
235,10.1109/LED.2023.3290998,In2O3 nanofibers
236,10.1109/LED.2023.3290998,neuromorphic transistors
237,10.1109/LED.2023.3290998,reservoir computing
238,10.1109/LED.2023.3290998,ID SYNAPTIC TRANSISTORS
239,10.1109/TNANO.2016.2545690,ID SYNAPTIC TRANSISTORS
240,10.1109/irps.2019.8720609,RRAM
241,10.1109/irps.2019.8720609,endurance
242,10.1109/irps.2019.8720609,retention
243,10.1109/irps.2019.8720609,neuromorphic computing
244,10.1109/irps.2019.8720609,ID NEURAL-NETWORK
245,"['10.1002/sstr.202200064', 'EA JUL 2022']",low-dimensional heterostructures
246,"['10.1002/sstr.202200064', 'EA JUL 2022']",neuromorphic computing
247,"['10.1002/sstr.202200064', 'EA JUL 2022']",neuromorphic
248,"['10.1002/sstr.202200064', 'EA JUL 2022']",electronics
249,"['10.1002/sstr.202200064', 'EA JUL 2022']",neuromorphic optoelectronics
250,"['10.1002/sstr.202200064', 'EA JUL 2022']",neuromorphic spintronics
251,"['10.1002/sstr.202200064', 'EA JUL 2022']",ID DER-WAALS HETEROSTRUCTURES
252,"['10.1002/sstr.202200064', 'EA JUL 2022']",2-DIMENSIONAL MATERIALS
253,"['10.1002/sstr.202200064', 'EA JUL 2022']",NOBEL LECTURE;
254,"['10.1002/sstr.202200064', 'EA JUL 2022']",SENSOR
255,"['10.1002/sstr.202200064', 'EA JUL 2022']",2D
256,"['10.1002/sstr.202200064', 'EA JUL 2022']",INTEGRATION
257,"['10.1002/sstr.202200064', 'EA JUL 2022']",TRANSISTORS
258,"['10.1002/sstr.202200064', 'EA JUL 2022']",TRANSITION
259,"['10.1002/sstr.202200064', 'EA JUL 2022']",CHALLENGES
260,"['10.1002/sstr.202200064', 'EA JUL 2022']",MECHANISM
261,10.1117/12.2656106,silicon photonics
262,10.1117/12.2656106,neuromorphic computing
263,10.1117/12.2656106,optical computing
264,10.1117/12.2656106,ID PHOTODIODES
265,10.1117/12.2322182,Multiply-accumulate (MAC)
266,10.1117/12.2322182,neural networks
267,10.1117/12.2322182,neuromorphic computing;
268,10.1117/12.2322182,neuromorphic photonics
269,10.1117/12.2322182,optoelectronics
270,10.1117/12.2322182,photonic integrated circuits
271,10.1117/12.2322182,(PICs)
272,10.1117/12.2322182,recurrent networks
273,10.1117/12.2322182,semiconductor lasers
274,10.1117/12.2322182,silicon photonics;
275,10.1117/12.2322182,wavelength-divison multiplexing (WDM)
276,"['10.1002/aisy.202200123', 'EA SEP 2022']",neuromorphic computing
277,"['10.1002/aisy.202200123', 'EA SEP 2022']",physical reservoir computing
278,"['10.1002/aisy.202200123', 'EA SEP 2022']",pneumatic
279,"['10.1002/aisy.202200123', 'EA SEP 2022']",artificial muscles
280,"['10.1002/aisy.202200123', 'EA SEP 2022']",radioactive environments
281,"['10.1002/aisy.202200123', 'EA SEP 2022']",spintronics
282,"['10.1002/aisy.202200123', 'EA SEP 2022']",ID ROOM-TEMPERATURE
283,"['10.1002/aisy.202200123', 'EA SEP 2022']",RADIATION
284,"['10.1002/aisy.202200123', 'EA SEP 2022']",CHAOS
285,"['10.1002/aisy.202200123', 'EA SEP 2022']",SYNCHRONIZATION
286,"['10.1002/aisy.202200123', 'EA SEP 2022']",MAGNETORESISTANCE;
287,"['10.1002/aisy.202200123', 'EA SEP 2022']",COMPUTATION
288,"['10.1002/aisy.202200123', 'EA SEP 2022']",OSCILLATOR
289,"['10.1002/aisy.202200123', 'EA SEP 2022']",PATTERNS
290,"['10.1002/aisy.202200123', 'EA SEP 2022']",GO
291,10.3389/fnins.2022.1041997,artificial intelligence (AL)
292,10.3389/fnins.2022.1041997,neuromorphic computing
293,10.3389/fnins.2022.1041997,hardware
294,10.3389/fnins.2022.1041997,implementation
295,10.3389/fnins.2022.1041997,emerging devices
296,10.3389/fnins.2022.1041997,energy-efficiency
297,10.1109/mwscas48704.2020.9184557,Neuromorphic Computing
298,10.1109/mwscas48704.2020.9184557,Non-Volatile Memory (NVM)
299,10.1109/mwscas48704.2020.9184557,Phase-Change Memory
300,10.1109/mwscas48704.2020.9184557,(PCM)
301,10.1109/mwscas48704.2020.9184557,NBTI
302,10.1109/mwscas48704.2020.9184557,TDDB
303,10.1109/mwscas48704.2020.9184557,ID NETWORKS
304,10.1109/mwscas48704.2020.9184557,NEURONS
305,10.1080/21663831.2022.2147803,spintronics
306,10.1080/21663831.2022.2147803,magneto-resistive random-access memory
307,10.1080/21663831.2022.2147803,neuromorphic
308,10.1080/21663831.2022.2147803,computing
309,10.1080/21663831.2022.2147803,artificial neural network
310,10.1080/21663831.2022.2147803,ID SPIN-ORBIT TORQUE
311,10.1080/21663831.2022.2147803,TEMPERATURE MAGNETIC SKYRMIONS
312,10.1080/21663831.2022.2147803,CURRENT-DRIVEN
313,10.1080/21663831.2022.2147803,DYNAMICS
314,10.1080/21663831.2022.2147803,MEMORY
315,10.1080/21663831.2022.2147803,TIME
316,10.1109/MCOM.001.2200272,Neuromorphic engineering
317,10.1109/MCOM.001.2200272,Memristors
318,10.1109/MCOM.001.2200272,Training
319,10.1109/MCOM.001.2200272,Logic gates
320,10.1109/MCOM.001.2200272,Circuit
321,10.1109/MCOM.001.2200272,stability
322,10.1109/MCOM.001.2200272,Hardware
323,10.1109/MCOM.001.2200272,Nanoscale devices
324,"['10.1002/aisy.202200164', 'EA SEP 2022']",metal-organic frameworks
325,"['10.1002/aisy.202200164', 'EA SEP 2022']",neuromorphic computing
326,"['10.1002/aisy.202200164', 'EA SEP 2022']",neuromorphic
327,"['10.1002/aisy.202200164', 'EA SEP 2022']",transistors
328,"['10.1002/aisy.202200164', 'EA SEP 2022']",optoelectronic devices
329,"['10.1002/aisy.202200164', 'EA SEP 2022']",organic transistors
330,"['10.1002/aisy.202200164', 'EA SEP 2022']",ID FIELD-EFFECT TRANSISTORS
331,"['10.1002/aisy.202200164', 'EA SEP 2022']",SYNAPTIC PLASTICITY
332,"['10.1002/aisy.202200164', 'EA SEP 2022']",NANOSHEETS
333,"['10.1002/aisy.202200164', 'EA SEP 2022']",INFORMATION;
334,"['10.1002/aisy.202200164', 'EA SEP 2022']",PERFORMANCE
335,"['10.1002/aisy.202200164', 'EA SEP 2022']",BEHAVIOR
336,"['10.1002/aisy.202200164', 'EA SEP 2022']",AMYGDALA
337,"['10.1002/aisy.202200164', 'EA SEP 2022']",STORAGE
338,"['10.1002/aisy.202200164', 'EA SEP 2022']",STRESS
339,"['10.1002/aisy.202200164', 'EA SEP 2022']",FUTURE
340,10.1145/3060403.3066873,Resistive RAM
341,10.1145/3060403.3066873,Neuromorphic Computing
342,10.1145/3060403.3066873,Array
343,10.1145/3060403.3066873,Full Chip
344,10.1145/3060403.3066873,ID NETWORK
345,10.1145/3060403.3066873,STORAGE
346,10.1109/SUM57928.2023.10224461,ID NETWORK
347,10.1109/SUM57928.2023.10224461,STORAGE
348,10.1088/1361-6463/aaf784,neuromorphic computing
349,10.1088/1361-6463/aaf784,non volatile memory
350,10.1088/1361-6463/aaf784,deep neural network
351,10.1088/1361-6463/aaf784,ID RESISTIVE SWITCHING MEMORY
352,10.1088/1361-6463/aaf784,RANDOM-ACCESS MEMORY
353,10.1088/1361-6463/aaf784,SOLID-ELECTROLYTE;
354,10.1088/1361-6463/aaf784,SYNAPTIC BEHAVIOR
355,10.1088/1361-6463/aaf784,DESIGN
356,10.1088/1361-6463/aaf784,OPTIMIZATION
357,10.1088/1361-6463/aaf784,PLASTICITY
358,10.1088/1361-6463/aaf784,PROSPECTS
359,10.1088/1361-6463/aaf784,BILAYER;
360,10.1088/1361-6463/aaf784,SYSTEM
361,10.1117/12.2554915,SYSTEM
362,10.1109/ACCESS.2019.2961166,Memristor
363,10.1109/ACCESS.2019.2961166,electronic synapse
364,10.1109/ACCESS.2019.2961166,neuromorphic computing
365,10.1109/ACCESS.2019.2961166,MNIST
366,10.1109/ACCESS.2019.2961166,classification
367,10.1109/ACCESS.2019.2961166,ID MEMORY
368,10.1109/ACCESS.2019.2961166,DEVICE
369,10.1002/aisy.202000162,artificial sensory systems
370,10.1002/aisy.202000162,neuromorphic computing
371,10.1002/aisy.202000162,optoelectronic
372,10.1002/aisy.202000162,synapses
373,10.1002/aisy.202000162,photo-synaptic plasticity
374,10.1002/aisy.202000162,thin-film transistors
375,10.1002/aisy.202000162,ID LONG-TERM POTENTIATION
376,10.1002/aisy.202000162,ELECTRONICS
377,10.1002/aisy.202000162,PLASTICITY
378,10.1002/aisy.202000162,PHOTOCONDUCTIVITY
379,"['10.1109/TNS.2019.2957477', 'PN 1']",Classification changes
380,"['10.1109/TNS.2019.2957477', 'PN 1']",modified national institute of standards and
381,"['10.1109/TNS.2019.2957477', 'PN 1']",technology (MNIST)
382,"['10.1109/TNS.2019.2957477', 'PN 1']",neuromorphic computing
383,"['10.1109/TNS.2019.2957477', 'PN 1']",proton irradiation;
384,"['10.1109/TNS.2019.2957477', 'PN 1']",single-event effects (SEEs)
385,"['10.1109/TNS.2019.2957477', 'PN 1']",single-event upsets (SEUs)
386,"['10.1109/TNS.2019.2957477', 'PN 1']",TrueNorth
387,"['10.1109/TNS.2019.2957477', 'PN 1']",neurosynaptic system
388,"['10.1109/TNS.2019.2957477', 'PN 1']",ID NETWORK
389,"['10.1109/TNS.2019.2957477', 'PN 1']",DESIGN
390,10.1088/2632-959X/acd70c,neuromorphic computing system
391,10.1088/2632-959X/acd70c,memristor
392,10.1088/2632-959X/acd70c,RS
393,10.1088/2632-959X/acd70c,CAFM
394,10.1088/2632-959X/acd70c,synaptic plasticity
395,10.1088/2632-959X/acd70c,ID ATOMIC-FORCE MICROSCOPE
396,10.1088/2632-959X/acd70c,2-DIMENSIONAL MATERIALS
397,10.1088/2632-959X/acd70c,CONDUCTING FILAMENTS;
398,10.1088/2632-959X/acd70c,ELECTRONIC SYNAPSES
399,10.1088/2632-959X/acd70c,TRANSITION
400,10.1088/2632-959X/acd70c,MEMORIES
401,10.1088/2632-959X/acd70c,TAOX
402,10.1088/2632-959X/acd70c,DIELECTRICS
403,10.1088/2632-959X/acd70c,BREAKDOWN;
404,10.1088/2632-959X/acd70c,TIPS
405,10.1088/1741-2560/13/5/051001,neuromorphic systems
406,10.1088/1741-2560/13/5/051001,brain-inspired computing
407,10.1088/1741-2560/13/5/051001,large-scale
408,10.1088/1741-2560/13/5/051001,neuromorphics
409,10.1088/1741-2560/13/5/051001,ID SPINNAKER
410,10.1088/1741-2560/13/5/051001,NETWORK
411,10.1109/TCAD.2017.2729466,Design optimization
412,10.1109/TCAD.2017.2729466,energy efficiency
413,10.1109/TCAD.2017.2729466,memristors
414,10.1109/TCAD.2017.2729466,neural network;
415,10.1109/TCAD.2017.2729466,numerical simulation
416,10.1109/TCAD.2017.2729466,ID NEURAL-NETWORK
417,10.1109/TCAD.2017.2729466,RRAM
418,10.3389/fnins.2022.959626,neuromorphic computing
419,10.3389/fnins.2022.959626,brain-inspired computing
420,10.3389/fnins.2022.959626,neuromorphic;
421,10.3389/fnins.2022.959626,neuromorphic accelerator
422,10.3389/fnins.2022.959626,memristor
423,10.3389/fnins.2022.959626,neural network
424,10.3389/fnins.2022.959626,AI hardware
425,10.3389/fnins.2022.959626,ID MEMORY
426,10.3389/fnins.2022.959626,BRAIN
427,10.3389/fnins.2022.959626,ARCHITECTURE
428,10.3389/fnins.2022.959626,NETWORKS
429,10.3389/fnins.2022.959626,NEURONS
430,10.3389/fnins.2022.959626,LOIHI
431,10.1109/JSTQE.2018.2821843,ID MEMORY
432,10.1109/JSTQE.2018.2821843,BRAIN
433,10.1109/JSTQE.2018.2821843,ARCHITECTURE
434,10.1109/JSTQE.2018.2821843,NETWORKS
435,10.1109/JSTQE.2018.2821843,NEURONS
436,10.1109/JSTQE.2018.2821843,LOIHI
437,10.1002/adpr.202000212,artificial intelligence
438,10.1002/adpr.202000212,deep learning
439,10.1002/adpr.202000212,neuromorphic networks
440,10.1002/adpr.202000212,photonic
441,10.1002/adpr.202000212,integrated circuits
442,10.1002/adpr.202000212,silicon photonics
443,"['10.1002/aelm.202201060', 'EA DEC 2022']",attention mechanism
444,"['10.1002/aelm.202201060', 'EA DEC 2022']",neuromorphic computing
445,"['10.1002/aelm.202201060', 'EA DEC 2022']",neuronal circuits
446,"['10.1002/aelm.202201060', 'EA DEC 2022']",synapse
447,"['10.1002/aelm.202201060', 'EA DEC 2022']",transistor
448,"['10.1002/aelm.202201060', 'EA DEC 2022']",ID MEMRISTORS
449,"['10.1002/aelm.202201060', 'EA DEC 2022']",DYNAMICS
450,"['10.1002/aelm.202201060', 'EA DEC 2022']",ELEMENTS
451,10.7498/aps.71.20220350,in-sensor computing
452,10.7498/aps.71.20220350,optoelectronic memristor
453,10.7498/aps.71.20220350,neuromorphic computing
454,10.7498/aps.71.20220350,ID SILICON NANOCRYSTALS
455,10.7498/aps.71.20220350,MEMORY
456,10.7498/aps.71.20220350,PLASTICITY
457,10.7498/aps.71.20220350,PHOTOOXIDATION
458,10.7498/aps.71.20220350,SYNAPSE
459,10.7498/aps.71.20220350,IMAGE
460,"['10.1002/adfm.202305791', 'EA JUL 2023']",Boolean logic
461,"['10.1002/adfm.202305791', 'EA JUL 2023']",dendritic integration
462,"['10.1002/adfm.202305791', 'EA JUL 2023']",neuromorphic transistor;
463,"['10.1002/adfm.202305791', 'EA JUL 2023']",programmable logic
464,"['10.1002/adfm.202305791', 'EA JUL 2023']",Von Neumann architecture
465,"['10.1002/adfm.202305791', 'EA JUL 2023']",ID SYNAPTIC TRANSISTORS
466,"['10.1002/adfm.202305791', 'EA JUL 2023']",POLYMER-ELECTROLYTE
467,"['10.1002/adfm.202305791', 'EA JUL 2023']",ARTIFICIAL SYNAPSE;
468,"['10.1002/adfm.202305791', 'EA JUL 2023']",LARGE-SCALE
469,"['10.1002/adfm.202305791', 'EA JUL 2023']",TRANSITION
470,"['10.1002/adfm.202305791', 'EA JUL 2023']",NETWORK
471,10.1088/2634-4386/abf151,neuromorphic computing
472,10.1088/2634-4386/abf151,theory of computing
473,10.1088/2634-4386/abf151,unconventional computing;
474,10.1088/2634-4386/abf151,non-digital hardware
475,10.1088/2634-4386/abf151,ID NEURAL-NETWORKS
476,10.1088/2634-4386/abf151,PATTERN-RECOGNITION
477,10.1088/2634-4386/abf151,LEARNING ALGORITHM;
478,10.1088/2634-4386/abf151,DYNAMICAL-SYSTEMS
479,10.1088/2634-4386/abf151,WORKING-MEMORY
